center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,practice_feedback_timed.stopped,text_16.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,60,period,2,2,0,,,,,100,0,period,1,0.9743641660024878,None,,,,,,,,,,,,,,0,2,2,2,,,,,87.43755433399929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.43138166700373,87.43755433399929,87.92777945901616,87.92777945901616,87.92777945901616,88.00055229201098,88.00055229201098,88.00055229201098,88.00055229201098,88.41452000002027,period,1,0.9743641660024878,None,88.41464962501777,88.42366933400626,89.91233633400407,89.91996937501244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
30,0,period,3,3,0,,,,,100,0,period,1,0.9847421250015032,None,,,,,,,,,,,,,,0,3,3,3,,,,,89.91996937501244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.91398895901511,89.91996937501244,90.41110870899865,90.41110870899865,90.41110870899865,90.48455479199765,90.48455479199765,90.48455479199765,90.48455479199765,90.91371220900328,period,1,0.9847421250015032,None,90.91387104199384,90.92321220901795,92.41238716701628,92.41992454201682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-30,69,z,4,4,0,,,,,0,100,z,1,0.9723819580103736,None,,,,,,,,,,,,,,0,4,4,4,,,,,92.41992454201682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41411250000237,92.41992454201682,92.91118458399433,92.91118458399433,92.91118458399433,92.9845188340114,92.9845188340114,92.9845188340114,92.9845188340114,93.39740016701398,z,1,0.9723819580103736,None,93.39755320901168,93.40636645900668,94.89626450001379,94.90455387500697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
30,69,period,5,5,0,,,,,0,100,period,1,1.1475151249906048,None,,,,,,,,,,,,,,0,5,5,5,,,,,94.90455387500697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.89869045899832,94.90455387500697,95.39372087499942,95.39372087499942,95.39372087499942,95.4680256670108,95.4680256670108,95.4680256670108,95.4680256670108,96.07942629200988,period,1,1.1475151249906048,None,96.07957429200178,96.09534125000937,97.57935737501248,97.5875179170107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.57953304200782,97.5875179170107,97.5875179170107,129.54931937501533,space,31.959284040989587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
2,0.0,,0,0,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.764066833013203,None,None,,,,,,,,,,,0,0,0,663,129.68234600001597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6764595840068,129.68234600001597,130.79916650001542,130.79916650001542,130.79916650001542,130.86785966699244,130.86785966699244,130.86785966699244,131.44904312500148,period,1.764066833013203,None,131.4492056670133,131.44926641701022,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
4,15.0,,1,1,0,,,,,100,0,,,,,c+4,poss,0.5,z,1.653293916984694,None,None,,,,,,,,,,,0,1,1,132,131.46114687499357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.451959041995,131.46114687499357,131.94614666700363,131.94614666700363,131.94614666700363,132.0192392920144,132.0192392920144,132.0192392920144,133.12606095900992,z,1.653293916984694,None,133.1261668340012,133.1262082089961,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
0,-15.0,,2,2,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.5134691669954918,None,None,,,,,,,,,,,0,2,2,451,133.1329118339927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.12823716699495,133.1329118339927,134.12224654201418,134.12224654201418,134.12224654201418,134.1956171670172,134.1956171670172,134.1956171670172,134.64909908399568,period,1.5134691669954918,None,134.64927179200458,134.64931991699268,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
2,0.0,,3,3,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.8137440840073396,None,None,,,,,,,,,,,0,3,3,666,134.66128825000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.6520053750137,134.66128825000487,135.89617012499366,135.89617012499366,135.89617012499366,135.9684667919937,135.9684667919937,135.9684667919937,136.48235700000077,period,1.8137440840073396,None,136.48247008401086,136.48251220901147,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-6,-15.0,,4,4,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.4486039589974098,None,None,,,,,,,,,,,0,4,4,315,136.4927978750202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.48448808401008,136.4927978750202,137.228980667016,137.228980667016,137.228980667016,137.31359370899736,137.31359370899736,137.31359370899736,137.9496624589956,z,1.4486039589974098,None,137.94982033400447,137.949875374994,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
6,15.0,,5,5,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.736205458000768,None,None,,,,,,,,,,,0,5,5,197,137.96116566701676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.95225379199837,137.96116566701676,138.94644445899758,138.94644445899758,138.94644445899758,139.01815041701775,139.01815041701775,139.01815041701775,139.70014095900115,period,1.736205458000768,None,139.70031437501893,139.7003638340102,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-2,0.0,,6,6,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.7739923750050366,None,None,,,,,,,,,,,0,6,6,585,139.71214925000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.70304266700987,139.71214925000095,140.94638199999463,140.94638199999463,140.94638199999463,141.01905566701316,141.01905566701316,141.01905566701316,141.48874908400467,z,1.7739923750050366,None,141.48885500000324,141.48889683399466,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
6,15.0,,7,7,0,,,,,100,0,,,,,c+6,poss,1.25,z,1.8391830839973409,None,None,,,,,,,,,,,0,7,7,205,141.49932054200326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.49090400000568,141.49932054200326,142.7393724170106,142.7393724170106,142.7393724170106,142.81344220900792,142.81344220900792,142.81344220900792,143.34901120900759,z,1.8391830839973409,None,143.3491496249917,143.34921566699632,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-6,-15.0,,8,8,0,,,,,100,0,,,,,c-6,negs,1.0,z,1.4728814999980386,None,None,,,,,,,,,,,0,8,8,319,143.3603718749946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.35166758400737,143.3603718749946,144.34656491701026,144.34656491701026,144.34656491701026,144.41897037500166,144.41897037500166,144.41897037500166,144.83871133401408,z,1.4728814999980386,None,144.83885058399756,144.83890654201969,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-4,0.0,,9,9,0,,,,,0,100,,,,,c-4,noss,0.5,z,0.9613518340047449,None,None,,,,,,,,,,,0,9,9,513,144.84956054200302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.84112516700407,144.84956054200302,145.33934708399465,145.33934708399465,145.33934708399465,145.41375708399573,145.41375708399573,145.41375708399573,145.81629675001022,z,0.9613518340047449,None,145.81643433400313,145.81650037501822,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
0,15.0,,10,10,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.224470332992496,None,None,,,,,,,,,,,0,10,10,57,145.8273547500139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.81867916701594,145.8273547500139,146.5633082090062,146.5633082090062,146.5633082090062,146.63571883400436,146.63571883400436,146.63571883400436,147.0546734170057,z,1.224470332992496,None,147.0547757089953,147.05481775000226,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
4,0.0,,11,11,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.8021785829914734,None,None,,,,,,,,,,,0,11,11,690,147.06602708401624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.05684045900125,147.06602708401624,147.8063636670122,147.8063636670122,147.8063636670122,147.88054075001855,147.88054075001855,147.88054075001855,148.87238545899163,period,1.8021785829914734,None,148.87253762499313,148.8725991669926,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
0,15.0,,12,12,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.0246075000031851,None,None,,,,,,,,,,,0,12,12,50,148.88390579199768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8758495420043,148.88390579199768,149.3729372920061,149.3729372920061,149.3729372920061,149.44729750000988,149.44729750000988,149.44729750000988,149.91634683401207,z,1.0246075000031851,None,149.9165316669969,149.91658099999768,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
0,-15.0,,13,13,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2397270840010606,None,None,,,,,,,,,,,0,13,13,434,149.92850308399647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.91935054201167,149.92850308399647,150.66335616700235,150.66335616700235,150.66335616700235,150.73511850001523,150.73511850001523,150.73511850001523,151.17260979200364,period,1.2397270840010606,None,151.17274683399592,151.1728096670122,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-2,-15.0,,14,14,0,,,,,100,0,,,,,c-2,negs,0.75,z,1.38889441700303,None,None,,,,,,,,,,,0,14,14,395,151.18311475001974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.17480929201702,151.18311475001974,151.92407579201972,151.92407579201972,151.92407579201972,151.99757083400618,151.99757083400618,151.99757083400618,152.58320258400636,z,1.38889441700303,None,152.58334333400126,152.58339633399737,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-2,0.0,,15,15,0,,,,,0,100,,,,,c-2,noss,0.5,z,0.9696962089801673,None,None,,,,,,,,,,,0,15,15,555,152.5946503340092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5858360840066,152.5946503340092,153.08025708401692,153.08025708401692,153.08025708401692,153.15317645901814,153.15317645901814,153.15317645901814,153.56742245901842,z,0.9696962089801673,None,153.56758645901573,153.56763979201787,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
0,0.0,,16,16,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.798726875014836,None,None,,,,,,,,,,,0,16,16,613,153.5786589999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.56987437501084,153.5786589999916,154.56370091700228,154.56370091700228,154.56370091700228,154.6366202920035,154.6366202920035,154.6366202920035,155.3827290420013,period,1.798726875014836,None,155.38284762500552,155.3828889169963,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
4,0.0,,17,17,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.2621693330002017,None,None,,,,,,,,,,,0,17,17,684,155.3936148339999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.38489654200384,155.3936148339999,156.13029791699955,156.13029791699955,156.13029791699955,156.20286687501357,156.20286687501357,156.20286687501357,156.66673812500085,period,1.2621693330002017,None,156.66691083399928,156.66696587501792,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-6,-15.0,,18,18,0,,,,,100,0,,,,,c-6,negs,1.25,period,1.6996470419981051,None,None,,,,,,,,,,,0,18,18,329,156.6784158750088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.66978116700193,156.6784158750088,157.91335762501694,157.91335762501694,157.91335762501694,157.98587620901526,157.98587620901526,157.98587620901526,158.38302470900817,period,1.6996470419981051,None,158.3831343339989,158.38317637500586,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
8,15.0,,19,19,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.3918477919942234,None,None,,,,,,,,,,,0,19,19,223,158.39379687499604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3851280840172,158.39379687499604,159.13002845901065,159.13002845901065,159.13002845901065,159.20226558399736,159.20226558399736,159.20226558399736,159.78919204199337,period,1.3918477919942234,None,159.7892989999964,159.7893403749913,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
-4,-15.0,,20,20,0,,,,,100,0,,,,,c-4,negs,1.0,z,1.6876512079907116,None,None,,,,,,,,,,,0,20,20,360,159.80026916699717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.79131749999942,159.80026916699717,160.79010783400736,160.79010783400736,160.79010783400736,160.86436766700353,160.86436766700353,160.86436766700353,161.49982787499903,z,1.6876512079907116,None,161.49996308400296,161.50001541699748,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
0,15.0,,21,21,0,,,,,100,0,,,,,c+0,poss,1.25,z,1.8148489170125686,None,None,,,,,,,,,,,0,21,21,78,161.51176329201553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.50252612499753,161.51176329201553,162.74774037499446,162.74774037499446,162.74774037499446,162.81956120900577,162.81956120900577,162.81956120900577,163.33298029200523,z,1.8148489170125686,None,163.33310045901453,163.3331432499981,None,,,,,,,,,,,,21040099,2,2026-01-15_12h12.40.477,tilt_mocs,2024.2.4,120.82791337127415,2026-01-15 12h12.52.410327 -0500,
