center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,0,right,3,3,0,,,,,100,right,1,1.4284671249915846,None,,,,,0,3,3,3,,,,,126.65395700000226,,,,,,,,,,,,,,,,,,,,,,,,,128.0924885830027,128.09741529199528,129.58211000001756,129.58788516698405,,,,,,,,126.64907945803134,126.65395700000226,127.1563484580256,127.1563484580256,127.23108733299887,127.23108733299887,127.23108733299887,128.09236925002187,right,1,1.4284671249915846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
-30,69,left,4,4,0,,,,,0,left,1,0.9815930419717915,None,,,,,0,4,4,4,,,,,129.58788516698405,,,,,,,,,,,,,,,,,,,,,,,,,130.57242391700856,130.5800137920305,132.06542833300773,132.07097204198362,,,,,,,,129.5827027920168,129.58788516698405,130.0886013749987,130.0886013749987,130.16452137503074,130.16452137503074,130.17021654202836,130.57230316702044,left,1,0.9815930419717915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
30,69,right,5,5,0,,,,,0,right,1,0.8584875829983503,None,,,,,0,5,5,5,,,,,132.07097204198362,,,,,,,,,,,,,,,,,,,,,,,,,132.93325791700045,132.94067208300112,134.4321755830315,134.44063362502493,,,,,,,,132.0659740419942,132.07097204198362,132.57307516701985,132.57307516701985,132.64684370800387,132.64684370800387,132.64684370800387,132.9330904170056,right,1,0.8584875829983503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.43235216703033,134.44063362502493,134.44063362502493,145.53230991697637,space,11.087024084001314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,145.67920150002465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,1,0,start,5,15,15,-30,145.67362820799462,145.67920150002465,146.03332866699202,146.03332866699202,146.10404179198667,146.10404179198667,146.10404179198667,146.6160779580241,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,146.62424020800972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,1,1,start,5,-15,-15,30,146.61719970800914,146.62424020800972,147.112925250025,147.112925250025,147.18703583301976,147.18703583301976,147.18703583301976,147.5674589999835,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,147.5761488749995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,1,2,start,5,-15,-15,-30,147.5687017919845,147.5761488749995,148.06302545801736,148.06302545801736,148.13729462499032,148.13729462499032,148.13729462499032,148.7558535829885,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,148.76437920797616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,1,3,start,5,15,15,30,148.75690154201584,148.76437920797616,149.2577815420227,149.2577815420227,149.3310754999984,149.3310754999984,149.3310754999984,149.8711357919965,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,149.8795877500088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,1,4,start,5,-15,-15,,149.87154470803216,149.8795877500088,150.37287120800465,150.37287120800465,150.44763683300698,150.44763683300698,150.44763683300698,151.00537458300823,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,151.01368312502746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,1,5,start,5,15,15,,151.00648416701006,151.01368312502746,151.50677266699495,151.50677266699495,151.58069545798935,151.58069545798935,151.58069545798935,152.05544825003017,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,152.06373870797688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,2,6,down,5,10,10,,152.05651620798744,152.06373870797688,152.55648741702316,152.55648741702316,152.63090595800895,152.63090595800895,152.63090595800895,153.2493254999863,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,153.25779062497895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,2,7,up,5,-10,-10,30,153.25046958302846,153.25779062497895,153.74649808299728,153.74649808299728,153.82051091699395,153.82051091699395,153.82051091699395,154.33332299999893,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,154.33943904202897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,2,8,down,5,10,10,30,154.33418712503044,154.33943904202897,154.82971770799486,154.82971770799486,154.90410329197766,154.90410329197766,154.90410329197766,155.7489256670233,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,155.75714341702405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,2,9,up,5,-10,-10,-30,155.74997783300932,155.75714341702405,156.2465782079962,156.2465782079962,156.31895829201676,156.31895829201676,156.31895829201676,156.9008617500076,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,156.90969216701342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,2,10,up,5,-10,-10,,156.90245933301048,156.90969216701342,157.3963013329776,157.3963013329776,157.46957241703058,157.46957241703058,157.46957241703058,158.0202886670013,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,158.02956404199358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,2,11,down,5,10,10,-30,158.02131129201734,158.02956404199358,158.51343558297958,158.51343558297958,158.58665420801844,158.58665420801844,158.59735387499677,159.0365526669775,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,159.04626837500837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,3,12,up,5,-5,-5,30,159.03760691703064,159.04626837500837,159.52968533302192,159.52968533302192,159.6031312919804,159.6031312919804,159.61406204197556,160.138918792014,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,160.14732341701165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,3,13,down,5,5,5,-30,160.13999779202277,160.14732341701165,160.6404128749855,160.6404128749855,160.71408262499608,160.71408262499608,160.71408262499608,161.29121545801172,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,161.29666804202134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,3,14,up,5,-5,-5,-30,161.2922205000068,161.29666804202134,161.7898861669819,161.7898861669819,161.86424729198916,161.86424729198916,161.86424729198916,162.69971950002946,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,162.70836300001247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,3,15,down,5,5,5,,162.7013552080025,162.70836300001247,163.19650945800822,163.19650945800822,163.2684700419777,163.2684700419777,163.2684700419777,163.715354999993,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,163.72147258301266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,3,16,up,5,-5,-5,,163.7164637920214,163.72147258301266,164.20643020799616,164.20643020799616,164.28098987502744,164.28098987502744,164.28695712500485,164.83424345799722,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,164.84257179201813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,3,17,down,5,5,5,30,164.8354431670159,164.84257179201813,165.32961570797488,165.32961570797488,165.40274358302122,165.40274358302122,165.40274358302122,166.8831689170329,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,166.8917167080217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,4,18,up,5,0,0,30,166.88452366698766,166.8917167080217,167.38074824999785,167.38074824999785,167.45361383300042,167.45361383300042,167.45361383300042,168.0328640419757,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,168.04127400001744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,4,19,down,5,0,0,-30,168.03418337501353,168.04127400001744,168.52955145802116,168.52955145802116,168.60231779201422,168.60231779201422,168.60231779201422,169.088860207994,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,169.09744354197755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,4,20,up,2,7,7,30,169.09017979202326,169.09744354197755,169.5895080420305,169.5895080420305,169.66435762500623,169.66435762500623,169.66435762500623,170.2258671669988,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,170.24737587501295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,4,21,up,5,0,0,-30,170.22686691698618,170.24737587501295,170.7222367079812,170.7222367079812,170.79739216697635,170.79739216697635,170.80346841702703,171.3219785420224,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,171.33061512501445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,4,22,down,5,0,0,,171.32326154201292,171.33061512501445,171.82320270797936,171.82320270797936,171.8976875829976,171.8976875829976,171.8976875829976,173.01649895799346,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,173.02548791700974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,4,23,up,5,0,0,,173.01816345797852,173.02548791700974,173.5137671669945,173.5137671669945,173.58516129199415,173.58516129199415,173.58516129199415,174.3082246669801,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,174.3136477919761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,5,24,down,5,-5,-5,-30,174.30926599999657,174.3136477919761,174.80688791698776,174.80688791698776,174.8810228750226,174.8810228750226,174.8810228750226,175.53291391697712,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,175.54134941700613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,5,25,up,5,5,5,30,175.53415829199366,175.54134941700613,176.02955620799912,176.02955620799912,176.10322020802414,176.10322020802414,176.10322020802414,176.63326637499267,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
