center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,60,period,2,2,0,,,,,100,0,period,1,1.08622216600088,None,,,,,,,,,,,,,,0,2,2,2,,,,,116.0516969170003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.04595033300029,116.0516969170003,116.54182079199927,116.54182079199927,116.54182079199927,116.61526704199969,116.61526704199969,116.61526704199969,116.61526704199969,117.14573120800014,period,1,1.08622216600088,None,117.14590812499955,117.15575762499975,118.6514624169995,118.64384712500032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
30,0,period,3,3,0,,,,,100,0,period,1,1.033089624999775,None,,,,,,,,,,,,,,0,3,3,3,,,,,118.6514624169995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.64558891699926,118.6514624169995,119.14208987500024,119.14208987500024,119.14208987500024,119.21584812499896,119.21584812499896,119.21584812499896,119.21584812499896,119.6954332919995,period,1,1.033089624999775,None,119.69558741699984,119.70494466699893,121.2012036670003,121.19389495799987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-30,69,z,4,4,0,,,,,0,100,z,1,1.149952875000963,None,,,,,,,,,,,,,,0,4,4,4,,,,,121.2012036670003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.19556179199935,121.2012036670003,121.69285574999958,121.69285574999958,121.69285574999958,121.76633745799882,121.76633745799882,121.76633745799882,121.76633745799882,122.36253187500006,z,1,1.149952875000963,None,122.36281687500014,122.37241545799952,123.86870654199993,123.86099462499988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
30,69,period,5,5,0,,,,,0,100,period,1,0.9503760000006878,None,,,,,,,,,,,,,,0,5,5,5,,,,,123.86870654199993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.86296199999924,123.86870654199993,124.3598178329994,124.3598178329994,124.3598178329994,124.43277254199893,124.43277254199893,124.43277254199893,124.43277254199893,124.82860958299898,period,1,0.9503760000006878,None,124.82874962499955,124.83795383299912,126.33564579199992,126.3276942499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.3278881669994,126.33564579199992,126.33564579199992,174.0307497499998,space,47.68936937499893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,15.0,,0,0,0,,,,,100,0,,,,,c+2,poss,1.25,period,2.221308666999903,None,None,,,,,,,,,,,0,0,0,121,174.17056366699944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.1637541250002,174.17056366699944,175.28221729199868,175.28221729199868,175.28221729199868,175.35059224999895,175.35059224999895,175.35059224999895,176.39829949999876,period,2.221308666999903,None,176.3984504580003,176.39853508299893,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-4,-15.0,,1,1,0,,,,,100,0,,,,,c-4,negs,1.25,z,2.236145667000528,None,None,,,,,,,,,,,0,1,1,370,176.40971929199986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.4007602499987,176.40971929199986,177.64496829199925,177.64496829199925,177.64496829199925,177.71714908299873,177.71714908299873,177.71714908299873,178.64877041699947,z,2.236145667000528,None,178.64891100000023,178.6489672079988,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-8,-15.0,,2,2,0,,,,,100,0,,,,,c-8,negs,1.25,z,2.0213596249996044,None,None,,,,,,,,,,,0,2,2,292,178.66017262499918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.65129570799945,178.66017262499918,179.89501745799862,179.89501745799862,179.89501745799862,179.96748933299932,179.96748933299932,179.96748933299932,180.68659520799883,z,2.0213596249996044,None,180.68670387499878,180.68674850000025,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-6,-15.0,,3,3,0,,,,,100,0,,,,,c-6,negs,1.25,z,2.30621066599997,None,None,,,,,,,,,,,0,3,3,335,180.69781491699905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.68876612500026,180.69781491699905,181.9382662499993,181.9382662499993,181.9382662499993,182.01235308299874,182.01235308299874,182.01235308299874,183.0147688750003,z,2.30621066599997,None,183.01492420799877,183.0149817499987,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,-15.0,,4,4,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.8867150419991958,None,None,,,,,,,,,,,0,4,4,496,183.026060917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.01731087499866,183.026060917,184.26116304199968,184.26116304199968,184.26116304199968,184.3349161669994,184.3349161669994,184.3349161669994,184.91576195800008,period,1.8867150419991958,None,184.9159409169988,184.91600079199998,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
4,0.0,,5,5,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.0546543749987904,None,None,,,,,,,,,,,0,5,5,678,184.9270040829997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.9182317499999,184.9270040829997,185.4118277079997,185.4118277079997,185.4118277079997,185.4838661670001,185.4838661670001,185.4838661670001,185.98749195799974,period,1.0546543749987904,None,185.98763420799878,185.9876915829991,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,0.0,,6,6,0,,,,,0,100,,,,,c+2,noss,0.5,period,0.9828287909986102,None,None,,,,,,,,,,,0,6,6,632,185.99823695799932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.99000008300027,185.99823695799932,186.48828358299943,186.48828358299943,186.48828358299943,186.56276637500014,186.56276637500014,186.56276637500014,186.98757912499968,period,0.9828287909986102,None,186.98772174999976,186.98777833299937,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,15.0,,7,7,0,,,,,100,0,,,,,c+2,poss,1.0,period,2.2682944999996835,None,None,,,,,,,,,,,0,7,7,107,186.99838633299987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.98992412499865,186.99838633299987,187.98899141699985,187.98899141699985,187.98899141699985,188.06268454199926,188.06268454199926,188.06268454199926,189.27065837499867,period,2.2682944999996835,None,189.27079287499873,189.2708484169998,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,0.0,,8,8,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.798242124999888,None,None,,,,,,,,,,,0,8,8,670,189.28185175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.27293891699992,189.28185175,190.52217924999968,190.52217924999968,190.52217924999968,190.59597312499864,190.59597312499864,190.59597312499864,191.09239487499872,period,1.798242124999888,None,191.0925236669991,191.09256795799956,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
4,0.0,,9,9,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.5198121670000546,None,None,,,,,,,,,,,0,9,9,703,191.09941679199983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.09488591700028,191.09941679199983,192.08798220799872,192.08798220799872,192.08798220799872,192.16253595799935,192.16253595799935,192.16253595799935,192.62168287500026,period,1.5198121670000546,None,192.62179045799894,192.62183266699867,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,-15.0,,10,10,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.758618125000794,None,None,,,,,,,,,,,0,10,10,443,192.63206558299862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.62384333299997,192.63206558299862,193.621100458,193.621100458,193.621100458,193.696214874999,193.696214874999,193.696214874999,194.39836037500027,period,1.758618125000794,None,194.39849687499918,194.3985529169986,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
8,15.0,,11,11,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.6085029169989866,None,None,,,,,,,,,,,0,11,11,240,194.4098555419987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.40108416699877,194.4098555419987,195.3957272079988,195.3957272079988,195.3957272079988,195.46850670799904,195.46850670799904,195.46850670799904,196.02168345799873,period,1.6085029169989866,None,196.02182149999862,196.02187570800015,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,-15.0,,12,12,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.3767492080005468,None,None,,,,,,,,,,,0,12,12,474,196.03228216699972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.02407716699963,196.03228216699972,196.77237870799945,196.77237870799945,196.77237870799945,196.84525091700016,196.84525091700016,196.84525091700016,197.41570474999935,period,1.3767492080005468,None,197.4158671669993,197.41593766699953,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,-15.0,,13,13,0,,,,,100,0,,,,,c-2,negs,1.0,period,2.3570470419999765,None,None,,,,,,,,,,,0,13,13,402,197.42693466699893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.4181741249995,197.42693466699893,198.41238604199862,198.41238604199862,198.41238604199862,198.48459091699988,198.48459091699988,198.48459091699988,199.78818554200006,period,2.3570470419999765,None,199.78833954199945,199.78847725000014,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,15.0,,14,14,0,,,,,100,0,,,,,c+2,poss,1.25,z,3.381221292000191,None,None,,,,,,,,,,,0,14,14,125,199.79951354199875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.79099849999875,199.79951354199875,201.038668666999,201.038668666999,201.038668666999,201.1130363329994,201.1130363329994,201.1130363329994,203.19233516699933,z,3.381221292000191,None,203.19245174999924,203.19249845800005,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,15.0,,15,15,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.5350539589999244,None,None,,,,,,,,,,,0,15,15,55,203.19917379199978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.19452808299866,203.19917379199978,203.93952562499908,203.93952562499908,203.93952562499908,204.01314441700015,204.01314441700015,204.01314441700015,204.7367369579988,z,1.5350539589999244,None,204.73687145799886,204.7369274169996,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,0.0,,16,16,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.5378214590000425,None,None,,,,,,,,,,,0,16,16,570,204.74860358299884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.73900720799975,204.74860358299884,205.73853079199944,205.73853079199944,205.73853079199944,205.81329054199887,205.81329054199887,205.81329054199887,206.29927587499878,z,1.5378214590000425,None,206.2994317499997,206.29948687499927,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,0.0,,17,17,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.5360358330017334,None,None,,,,,,,,,,,0,17,17,652,206.31068233299993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.30180091699913,206.31068233299993,207.29607179199957,207.29607179199957,207.29607179199957,207.36834199999976,207.36834199999976,207.36834199999976,207.8490775829996,period,1.5360358330017334,None,207.8492107080001,207.84926604199973,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
6,15.0,,18,18,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.3942811249999068,None,None,,,,,,,,,,,0,18,18,187,207.8604652920003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.85161158299888,207.8604652920003,208.59614141699967,208.59614141699967,208.59614141699967,208.66967133300022,208.66967133300022,208.66967133300022,209.26550895800028,period,1.3942811249999068,None,209.26564962500015,209.2657073749997,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,-15.0,,19,19,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.0602871249993768,None,None,,,,,,,,,,,0,19,19,428,209.2770366249988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.2680377079996,209.2770366249988,209.76288199999908,209.76288199999908,209.76288199999908,209.83600124999975,209.83600124999975,209.83600124999975,210.34870995799974,period,1.0602871249993768,None,210.3488420419999,210.34889750000002,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-4,0.0,,20,20,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.2394127079987811,None,None,,,,,,,,,,,0,20,20,518,210.35961291700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.35108933300035,210.35961291700005,211.09622070799924,211.09622070799924,211.09622070799924,211.16822462500022,211.16822462500022,211.16822462500022,211.60517408299893,z,1.2394127079987811,None,211.60537854199902,211.60547658299947,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-8,-15.0,,21,21,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.514247584000259,None,None,,,,,,,,,,,0,21,21,282,211.61625045799883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.6078838329995,211.61625045799883,212.60563091699987,212.60563091699987,212.60563091699987,212.68024804199922,212.68024804199922,212.68024804199922,213.1336123330002,z,1.514247584000259,None,213.13377324999965,213.13382937499955,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
