center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,surround_angle,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,0,right,3,3,0,,,,,100,right,1,0.9749070840007334,None,,,,,0,3,3,3,,,,,46.10631170800116,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.09169295799802,47.10038216600151,48.59026412499952,48.59635862499999,,,,,,,,46.095915916001104,46.10631170800116,46.597791332998895,46.597791332998895,46.67296499999793,46.67296499999793,46.67296499999793,47.091551082998194,right,1,0.9749070840007334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
-30,69,left,4,4,0,,,,,0,left,1,1.094271416997799,None,,,,,0,4,4,4,,,,,48.59635862499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.70269679099874,49.70776633299829,51.19704583299972,51.206000957998185,,,,,,,,48.59078083300119,48.59635862499999,49.08918766599891,49.08918766599891,49.1627909159979,49.1627909159979,49.1627909159979,49.70256983299987,left,1,1.094271416997799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
30,69,right,5,5,0,,,,,0,right,1,0.8813180420002027,None,,,,,0,5,5,5,,,,,51.206000957998185,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.09221766599876,52.10086804100138,53.59043829100119,53.598004666000634,,,,,,,,51.19758304100105,51.206000957998185,51.69842520800012,51.69842520800012,51.773080708000634,51.773080708000634,51.779477332998795,52.09208658300122,right,1,0.8813180420002027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59060949999912,53.598004666000634,53.598004666000634,71.2922038329998,space,17.684583999998722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,71.42211733300064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,1,0,start,5,15,15,71.41586804100007,71.42211733300064,71.7940070830009,71.7940070830009,71.86527312500039,71.86527312500039,71.86527312500039,72.3928594579993,1,,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,72.40236187499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,1,1,start,5,-15,-15,72.3940538329989,72.40236187499977,72.8890524160015,72.8890524160015,72.96357179099869,72.96357179099869,72.96357179099869,73.24854316599885,0,,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,73.27351279099821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,1,2,start,5,15,15,73.249642666,73.27351279099821,73.7486922499993,73.7486922499993,73.82354520800072,73.82354520800072,73.82354520800072,74.14756558299996,1,-30,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,74.1565989160008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,1,3,start,5,-15,-15,74.14865133299827,74.1565989160008,74.64901312499933,74.64901312499933,74.72377979099838,74.72377979099838,74.72377979099838,75.00908274999892,0,-30,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,75.0182000829991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,1,4,start,5,15,15,75.01019716600058,75.0182000829991,75.50679124999806,75.50679124999806,75.58025674999953,75.58025674999953,75.58025674999953,75.86551741600124,1,30,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,75.89030137499867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,1,5,start,5,-15,-15,75.86666799999875,75.89030137499867,76.36595758299882,76.36595758299882,76.44065908300036,76.44065908300036,76.44065908300036,76.80988170799901,0,30,210406666,0,2025-10-16_17h26.20.585,tilt_staircase,2024.2.4,119.40957933622514,2025-10-16 17h26.27.461231 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,76.81953425000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,2,6,up,5,-10,-10,76.81124266600091,76.81953425000029,77.30680366600063,77.30680366600063,77.38016924999829,77.38016924999829,77.38016924999829,,,-30,,,,,,,,
