center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,surround_angle,participant,session,date,expName,psychopyVersion,frameRate,expStart,
30,0,right,3,3,0,,,,,100,right,1,1.1202799580059946,None,,,,,0,3,3,3,19.99925220804289,,,,,,,,,,,,,,,,,,,,,,,,,,,21.130515667027794,21.13421787507832,22.629876999999397,22.632539791986346,,,,,,,,19.99653850006871,19.99925220804289,19.99925220804289,20.499363042064942,20.499363042064942,20.494422874995507,20.577780958032236,20.577780958032236,20.577780958032236,21.130460000014864,right,1,1.1202799580059946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
-30,69,left,4,4,0,,,,,0,left,1,1.1176382079720497,None,,,,,0,4,4,4,22.632539791986346,,,,,,,,,,,,,,,,,,,,,,,,,,,23.751966958050616,23.7610766250873,25.24749470804818,25.251149542047642,,,,,,,,22.63011683302466,22.632539791986346,22.632539791986346,23.127763917087577,23.127763917087577,23.127763917087577,23.199102625017986,23.199102625017986,23.199102625017986,23.751894582994282,left,1,1.1176382079720497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
30,69,right,5,5,0,,,,,0,right,1,1.0466330830240622,None,,,,,0,5,5,5,25.251149542047642,,,,,,,,,,,,,,,,,,,,,,,,,,,26.301482458016835,26.310995750012808,27.79673741699662,27.800112458062358,,,,,,,,25.247734292061068,25.251149542047642,25.251149542047642,25.751002167002298,25.751002167002298,25.74524212500546,25.82773945806548,25.82773945806548,25.82773945806548,26.301419167080894,right,1,1.0466330830240622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.796839917078614,27.800112458062358,27.800112458062358,29.49738850002177,space,1.6905158339068294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,29.618164792074822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,1,0,start,5,-15,-15,29.61213220807258,29.618164792074822,29.618164792074822,29.994274542084895,29.994274542084895,30.066651292028837,30.066651292028837,30.066651292028837,30.11614045803435,30.71505312505178,0,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,30.720796167035587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,1,1,start,5,15,15,30.715322667034343,30.720796167035587,30.720796167035587,31.212036667042412,31.212036667042412,31.2840384170413,31.2840384170413,31.2840384170413,31.21820583299268,31.948588542058133,1,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,31.954375583096407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,1,2,start,5,-15,-15,31.948869541985914,31.954375583096407,31.954375583096407,32.44533729203977,32.44533729203977,32.51756987499539,32.51756987499539,32.51756987499539,32.450352833024226,33.287905292003416,0,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,33.29430254199542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,1,3,start,5,15,15,33.2882080830168,33.29430254199542,33.29430254199542,33.78507487499155,33.78507487499155,33.86189212498721,33.86189212498721,33.86794266710058,33.78507487499155,34.336226125014946,1,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,34.344415792031214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,1,4,start,5,15,15,34.336460083024576,34.344415792031214,34.344415792031214,34.83280808303971,34.83280808303971,34.9113072080072,34.9113072080072,34.9113072080072,34.83280808303971,35.42005429207347,1,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,35.42790350003634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,1,5,start,5,-15,-15,35.420305417035706,35.42790350003634,35.42790350003634,35.9158465830842,35.9158465830842,35.99431854207069,35.99431854207069,35.99887845804915,35.9158465830842,36.56912308302708,0,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,36.57772333303001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,2,6,down,5,10,10,36.569383417023346,36.57772333303001,36.57772333303001,37.067666792077944,37.067666792077944,37.14526520809159,37.14526520809159,37.14526520809159,37.067666792077944,37.86997379199602,1,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,37.87807854206767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,2,7,up,5,-10,-10,37.87024545809254,37.87807854206767,37.87807854206767,38.367196375038475,38.367196375038475,38.44527620798908,38.44527620798908,38.44527620798908,38.367196375038475,39.33503254200332,0,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,39.344403083086945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,2,8,up,5,-10,-10,39.335235583013855,39.344403083086945,39.344403083086945,39.83286287507508,39.83286287507508,39.91100975009613,39.91100975009613,39.91100975009613,39.83286287507508,40.396980292047374,0,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,40.40077170799486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,2,9,down,5,10,10,40.397180000087246,40.40077170799486,40.40077170799486,40.89445716701448,40.89445716701448,40.966818333021365,40.966818333021365,40.966818333021365,40.899217958096415,41.61526591703296,1,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,41.62096458300948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,2,10,up,5,-10,-10,41.615492542041466,41.62096458300948,41.62096458300948,42.11105029203463,42.11105029203463,42.18204575008713,42.18204575008713,42.18204575008713,42.11552933300845,42.78100779198576,0,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,42.78534808300901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,2,11,down,5,10,10,42.78122933302075,42.78534808300901,42.78534808300901,43.277727125096135,43.277727125096135,43.34904408303555,43.34904408303555,43.34904408303555,43.282375875045545,43.75227600010112,1,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,43.76114229205996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,3,12,up,5,-5,-5,43.75246708304621,43.76114229205996,43.76114229205996,44.248948458000086,44.248948458000086,44.327691333019175,44.327691333019175,44.327691333019175,44.248948458000086,44.96387600002345,0,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,44.96782958309632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,3,13,up,5,-5,-5,44.964101375080645,44.96782958309632,44.96782958309632,45.461090542026795,45.461090542026795,45.53221962507814,45.53221962507814,45.53221962507814,45.465455000055954,46.00165220804047,0,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,46.01107983302791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,3,14,up,5,-5,-5,46.00184183300007,46.01107983302791,46.01107983302791,46.499603458098136,46.499603458098136,46.577727125026286,46.577727125026286,46.577727125026286,46.499603458098136,47.0806942920899,0,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,47.084765000035986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,3,15,down,5,5,5,47.080903458059765,47.084765000035986,47.084765000035986,47.577721833018586,47.577721833018586,47.648984000086784,47.648984000086784,47.648984000086784,47.58263008308131,48.230410833028145,1,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,48.23426945810206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,3,16,down,5,5,5,48.23062600009143,48.23426945810206,48.23426945810206,48.72768025007099,48.72768025007099,48.798962208093144,48.798962208093144,48.798962208093144,48.73221879207995,49.30193575005978,1,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,49.31106266705319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,3,17,down,5,5,5,49.302129375049844,49.31106266705319,49.31106266705319,49.799795042024925,49.799795042024925,49.877697625081055,49.877697625081055,49.877697625081055,49.799795042024925,50.34698162507266,1,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,50.350912792026065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,4,18,down,5,0,0,50.347198208095506,50.350912792026065,50.350912792026065,50.84435975004453,50.84435975004453,50.91540108306799,50.91540108306799,50.91540108306799,50.848803125089034,52.08444412506651,1,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,52.09434437507298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,4,19,up,5,0,0,52.0846044580685,52.09434437507298,52.09434437507298,52.58257491700351,52.58257491700351,52.660902208066545,52.660902208066545,52.660902208066545,52.58257491700351,53.80167083302513,1,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,53.81108950008638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,4,20,up,5,0,0,53.801887042005546,53.81108950008638,53.81108950008638,54.30189079209231,54.30189079209231,54.37853895802982,54.37853895802982,54.37853895802982,54.30189079209231,55.598679375019856,1,,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,55.60468304203823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,4,21,down,5,0,0,55.59899679198861,55.60468304203823,55.60468304203823,56.0948840000201,56.0948840000201,56.166806083056144,56.166806083056144,56.166806083056144,56.10025058302563,56.87062112509739,0,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,56.87755241699051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,4,22,up,5,0,0,56.870906125055626,56.87755241699051,56.87755241699051,57.365970458020456,57.365970458020456,57.44430933299009,57.44430933299009,57.44888949999586,57.365970458020456,58.21358675009105,0,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,58.21738695807289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,4,23,down,5,0,0,58.21380383300129,58.21738695807289,58.21738695807289,58.710995875066146,58.710995875066146,58.781817083014175,58.781817083014175,58.781817083014175,58.715584542020224,59.33472849999089,1,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,59.34439808304887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,5,24,down,5,-5,-5,59.334926833049394,59.34439808304887,59.34439808304887,59.8328501250362,59.8328501250362,59.91104166698642,59.91104166698642,59.91104166698642,59.8328501250362,60.41547787503805,0,-30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,60.421175125055015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,5,25,up,2,2,2,60.41573716700077,60.421175125055015,60.421175125055015,60.91110650007613,60.91110650007613,60.98299941699952,60.98299941699952,60.98299941699952,60.91591250000056,61.63177454203833,1,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
,,,,,,,,,,,,,,,,,,,,,,,61.6374277920695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,5,26,up,5,5,5,61.63201229204424,61.6374277920695,61.6374277920695,62.12854304199573,62.12854304199573,62.20047620800324,62.20047620800324,62.20047620800324,62.13365433306899,62.66987320804037,1,30,501850,001,2025-08-14_14h52.27.038,tilt_staircase,2024.2.4,None,2025-08-14 14h52.33.583107 -0700,
