center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_timed.key_resp_7.keys,practice_timed.key_resp_7.rt,practice_timed.key_resp_7.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
30,0,right,3,3,0,,,,,space,0.14203020790591836,None,right,1,0.8898927910486236,None,,,,,0,3,3,3,11.441206833114848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.337263416033238,12.340855541056953,12.340855541056953,12.487279291031882,,,,,,,,,,,11.43716041604057,11.441206833114848,11.441206833114848,11.934497583075427,11.934497583075427,11.93897887505591,12.006170583073981,12.006170583073981,12.006170583073981,12.33720758301206,right,1,0.8898927910486236,None,space,0.14203020790591836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.48738125001546,12.492170625017025,12.492170625017025,15.991601416026242,space,3.496690292027779,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,16.1071198330028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,1,0,start,5,-20,16.102417083107866,16.1071198330028,16.1071198330028,16.491922166082077,16.491922166082077,16.5677363750292,16.5677363750292,16.5677363750292,16.60556754108984,17.04363633308094,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,17.051068958011456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,1,1,start,5,20,17.043991166050546,17.051068958011456,17.051068958011456,17.540924125001766,17.540924125001766,17.618661250104196,17.618661250104196,17.618661250104196,17.540924125001766,18.326621958054602,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,18.335061290999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,2,2,up,5,-15,18.3268642910989,18.335061290999874,18.335061290999874,18.822523666080087,18.822523666080087,18.901123500079848,18.901123500079848,18.905416833003983,18.822523666080087,19.637178583070636,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,19.64102200011257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,2,3,down,5,15,19.637358625070192,19.64102200011257,19.64102200011257,20.13446658302564,20.13446658302564,20.205656833015382,20.205656833015382,20.205656833015382,20.138957750052214,20.8705319580622,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,20.8744618750643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,3,4,down,5,10,20.87072920810897,20.8744618750643,20.8744618750643,21.36784845800139,21.36784845800139,21.43953345809132,21.43953345809132,21.43953345809132,21.372585750068538,22.191626000101678,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,22.20118991599884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,3,5,up,5,-10,22.191804916015826,22.20118991599884,22.20118991599884,22.689542208099738,22.689542208099738,22.76777216605842,22.76777216605842,22.76777216605842,22.689542208099738,23.520531125017442,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,23.524443125003017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,4,6,down,5,5,23.52072662510909,23.524443125003017,23.524443125003017,24.01782200008165,24.01782200008165,24.088762625004165,24.088762625004165,24.088762625004165,24.02250937500503,24.903971833060496,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,24.907879875041544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,4,7,up,5,-5,24.90415754111018,24.907879875041544,24.907879875041544,25.401212833006866,25.401212833006866,25.473066041013226,25.473066041013226,25.473066041013226,25.405986500089057,26.04374675010331,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,26.051092916051857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,5,8,up,5,0,26.0440157080302,26.051092916051857,26.051092916051857,26.539285958046094,26.539285958046094,26.617718000081368,26.617718000081368,26.622371541103348,26.539285958046094,28.125173333100975,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,28.134365041041747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,5,9,down,5,0,28.12535808305256,28.134365041041747,28.134365041041747,28.62248362507671,28.62248362507671,28.701055958052166,28.701055958052166,28.701055958052166,28.62248362507671,31.3747755830409,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,31.384397333022207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,6,10,down,5,-5,31.374965208000503,31.384397333022207,31.384397333022207,31.87263287510723,31.87263287510723,31.9510715410579,31.9510715410579,31.9510715410579,31.87263287510723,32.67463662510272,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,32.684514208114706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,6,11,down,2,-2,32.674806166091,32.684514208114706,32.684514208114706,33.172617125092074,33.172617125092074,33.25113537500147,33.25113537500147,33.25113537500147,33.172617125092074,33.97082900011446,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,33.97476383310277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,7,12,up,2,-3,33.971040500095114,33.97476383310277,33.97476383310277,34.467778583057225,34.467778583057225,34.53905875002965,34.53905875002965,34.53905875002965,34.47224420809653,35.25403850001749,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,35.258008250035346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,7,13,up,1,-1,35.254231375060044,35.258008250035346,35.258008250035346,35.75111891608685,35.75111891608685,35.82202375004999,35.82202375004999,35.82202375004999,35.75589225010481,36.54141895810608,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,36.551060958066955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,8,14,up,2,-1,36.54161379102152,36.551060958066955,36.551060958066955,37.03930000006221,37.03930000006221,37.117771583027206,37.117771583027206,37.117771583027206,37.03930000006221,37.73736154101789,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,37.74130562506616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,8,15,up,1,0,37.73754750005901,37.74130562506616,37.74130562506616,38.234423291054554,38.234423291054554,38.305768875055946,38.305768875055946,38.305768875055946,38.239036333048716,40.72056945809163,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,40.72449054103345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,9,16,up,2,1,40.72077854105737,40.72449054103345,40.72449054103345,41.21766541607212,41.21766541607212,41.28911858308129,41.28911858308129,41.28911858308129,41.222376833087765,42.937102666008286,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,42.94099233311135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,9,17,down,0.5,-0.5,42.937292125076056,42.94099233311135,42.94099233311135,43.43431762501132,43.43431762501132,43.50547537510283,43.50547537510283,43.50547537510283,43.439124374999665,44.13688958308194,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,44.14055454102345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,10,18,up,0.25,-0.25,44.13706912507769,44.14055454102345,44.14055454102345,44.63441850000527,44.63441850000527,44.70515058306046,44.70515058306046,44.70515058306046,44.6388718750095,45.303766666096635,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,45.307617041049525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,10,19,up,2,3,45.3039537910372,45.307617041049525,45.307617041049525,45.80109495809302,45.80109495809302,45.87214412505273,45.87214412505273,45.87214412505273,45.8055233330233,46.54163850005716,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,46.55104975006543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,11,20,up,0.25,0.0,46.54183191608172,46.55104975006543,46.55104975006543,47.03909812506754,47.03909812506754,47.11780625011306,47.11780625011306,47.11780625011306,47.03909812506754,47.86007870803587,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,47.868105375091545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,11,21,down,1,2,47.860340208048,47.868105375091545,47.868105375091545,48.35529833310284,48.35529833310284,48.434385708067566,48.434385708067566,48.438805041019805,48.35529833310284,49.05392695800401,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,49.057993125054054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,12,22,down,1,1,49.05411000002641,49.057993125054054,49.057993125054054,49.55116033309605,49.55116033309605,49.62244908302091,49.62244908302091,49.62244908302091,49.556033166009,50.287359708105214,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,50.29135325003881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,12,23,down,0.1,-0.1,50.28754045802634,50.29135325003881,50.29135325003881,50.784382791025564,50.784382791025564,50.85537245811429,50.85537245811429,50.85537245811429,50.788907333044335,55.19126608304214,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,55.20105820801109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,13,24,down,1,0,55.19144879106898,55.20105820801109,55.20105820801109,55.68918416602537,55.68918416602537,55.76777308306191,55.76777308306191,55.76777308306191,55.68918416602537,56.52490325004328,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,56.53437075007241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,13,25,down,0.1,-0.2,56.52509541600011,56.53437075007241,56.53437075007241,57.02248320810031,57.02248320810031,57.10093187505845,57.10093187505845,57.10093187505845,57.02248320810031,57.653754833037965,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
