center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_timed.key_resp_7.keys,practice_timed.key_resp_7.rt,practice_timed.key_resp_7.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
30,69,right,5,5,0,,,,,space,0.14457775000482798,None,0,right,1,0.9476100000320002,None,,,,,0,5,5,5,14.110253208084032,,,,,,,,,,,,,,,,,,,,,,,,,,,15.060128250042908,15.069763874984346,15.069763874984346,15.221854333067313,,,,,,,,,,,14.105390332988463,14.110253208084032,14.110253208084032,14.60304845799692,14.60304845799692,14.609523250022903,14.676191958016716,14.676191958016716,14.676191958016716,15.060077750007622,right,1,0.9476100000320002,None,space,0.14457775000482798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.221930040977895,15.22600704105571,15.22600704105571,17.238706541014835,space,2.007503000088036,None,,,,,,,,,,,,,,,,,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,17.357265583006665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,5,15,15,-30,17.351759333047085,17.357265583006665,17.357265583006665,17.736340207979083,17.736340207979083,17.808281040983275,17.808281040983275,17.808281040983275,17.85303554101847,18.55983133299742,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,18.56966637505684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,5,-15,-15,30,18.560088041005656,18.56966637505684,18.56966637505684,19.052993666031398,19.052993666031398,19.124187625013292,19.124187625013292,19.13638920802623,19.05751654098276,19.605261416058056,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,19.609445583075285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,5,15,15,30,19.605443999986164,19.609445583075285,19.609445583075285,20.10292188,20.10292188,20.176242500077933,20.176242500077933,20.176242500077933,20.10941529099364,20.659740458009765,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,20.66967733297497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,5,-15,-15,-30,20.659924541017972,20.66967733297497,20.66967733297497,21.152941875043325,21.152941875043325,21.22421504103113,21.22421504103113,21.23643779102713,21.157608082983643,21.68868979101535,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,21.692362374975346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,5,15,15,,21.688869833014905,21.692362374975346,21.692362374975346,22.18639229098335,22.18639229098335,22.257962750038132,22.257962750038132,22.257962750038132,22.18639229098335,22.77177725,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,22.775538208079524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,5,-15,-15,,22.77198108297307,22.775538208079524,22.775538208079524,23.269658125005662,23.269658125005662,23.342311791027896,23.342311791027896,23.342311791027896,23.27512820798438,23.69335395807866,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,23.702954833046533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,5,-10,-10,,23.69354533299338,23.702954833046533,23.702954833046533,24.186303499969654,24.186303499969654,24.257708583027124,24.257708583027124,24.269528791075572,24.19079895806499,24.721851582988165,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,24.72439695801586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,5,-10,-10,30,24.722046250011772,24.72439695801586,24.72439695801586,25.219647916033864,25.219647916033864,25.29098504106514,25.29098504106514,25.29098504106514,25.219647916033864,25.826807208009996,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,25.83640308305621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,5,-10,-10,-30,25.82697716599796,25.83640308305621,25.83640308305621,26.31957438,26.31957438,26.39101300004404,26.39101300004404,26.402900458080694,26.324325041030534,26.82623379107099,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,26.836293083033524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,5,10,10,,26.82641108,26.836293083033524,26.836293083033524,27.31970991601702,27.31970991601702,27.391087374999188,27.391087374999188,27.40298775001429,27.324356207973324,27.721801500068977,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,27.72540004097391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,5,10,10,-30,27.721981500042602,27.72540004097391,27.72540004097391,28.21954004105646,28.21954004105646,28.29075412498787,28.29075412498787,28.29075412498787,28.21954004105646,28.778731749975123,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,28.78639320807997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,5,10,10,30,28.778910833061673,28.78639320807997,28.78639320807997,29.275550000020303,29.275550000020303,29.353001083014533,29.353001083014533,29.353001083014533,29.275550000020303,29.738359500071965,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,29.74293804098852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,5,-5,-5,,29.73853362502996,29.74293804098852,29.74293804098852,30.236195791047066,30.236195791047066,30.309033041005023,30.309033041005023,30.309033041005023,30.242692791041918,30.726838333066553,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,30.736241874983534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,5,5,5,-30,30.727013916010037,30.736241874983534,30.736241874983534,31.21953266602941,31.21953266602941,31.29101841605734,31.29101841605734,31.30307054100558,31.224209708045237,31.70549637498334,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,31.709279750008136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,5,-5,-5,-30,31.70569420803804,31.709279750008136,31.709279750008136,32.20301079098135,32.20301079098135,32.27605341607705,32.27605341607705,32.27605341607705,32.209820957970805,32.75950471,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,32.76964729104657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,5,5,5,30,32.75967825006228,32.76964729104657,32.76964729104657,33.25311537506059,33.25311537506059,33.32454088,33.32454088,33.336444750078954,33.258403166080825,33.645638291025534,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,33.652977957972325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,5,-5,-5,30,33.64588966604788,33.652977957972325,33.652977957972325,34.14221579104196,34.14221579104196,34.21969549998175,34.21969549998175,34.21969549998175,34.14221579104196,34.55526533303782,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,34.55886041605845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,5,5,5,,34.555490541039035,34.55886041605845,34.55886041605845,35.052919208072126,35.052919208072126,35.124328791047446,35.124328791047446,35.124328791047446,35.052919208072126,35.45508904,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,35.458710583043285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,5,0,0,30,35.45529187505599,35.458710583043285,35.458710583043285,35.95289120799862,35.95289120799862,36.023925041081384,36.023925041081384,36.023925041081384,35.95289120799862,39.71211804100312,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,39.71964071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,5,0,0,,39.71229612501338,39.71964071,39.71964071,40.20960925007239,40.20960925007239,40.286318207974546,40.286318207974546,40.286318207974546,40.20960925007239,40.926937208045274,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,40.936167625011876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,5,0,0,,40.927125166053884,40.936167625011876,40.936167625011876,41.419608999975026,41.419608999975026,41.490760083077475,41.490760083077475,41.50301870808471,41.4243805,41.91210583306383,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,41.91969958296977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,5,0,0,-30,41.91228966601193,41.91969958296977,41.91969958296977,42.40964162501041,42.40964162501041,42.48627137497533,42.48627137497533,42.48627137497533,42.40964162501041,43.045139833004214,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,43.05303625005763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,5,0,0,30,43.04532283300068,43.05303625005763,43.05303625005763,43.54305479105096,43.54305479105096,43.619660833035596,43.619660833035596,43.619660833035596,43.54305479105096,44.96003837499302,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,44.969625500030816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,5,0,0,-30,44.960221166023985,44.969625500030816,44.969625500030816,45.45307808299549,45.45307808299549,45.524116790969856,45.524116790969856,45.53625358303543,45.46408766601235,46.00525337504223,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,46.009696583030745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,5,-5,-5,30,46.00545387505554,46.009696583030745,46.009696583030745,46.50288320798427,46.50288320798427,46.57634012505878,46.57634012505878,46.57634012505878,46.509803832974285,47.02622275007889,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,47.03628387500066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,5,-5,-5,-30,47.026395500055514,47.03628387500066,47.03628387500066,47.51956720801536,47.51956720801536,47.59112608304713,47.59112608304713,47.60281075001694,47.52439679100644,48.04579529108014,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,48.052933332975954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,5,5,5,30,48.04598000005353,48.052933332975954,48.052933332975954,48.54311941599008,48.54311941599008,48.619594749994576,48.619594749994576,48.619594749994576,48.54311941599008,49.07300441607367,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,49.076714541064575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,2,-2,-2,,49.07318962505087,49.076714541064575,49.076714541064575,49.56950920796953,49.56950920796953,49.64324950007722,49.64324950007722,49.64324950007722,49.576381333055906,50.205202708020806,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,50.20956445799675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,5,-5,-5,,50.20541879103985,50.20956445799675,50.20956445799675,50.70292758301366,50.70292758301366,50.77547345799394,50.77547345799394,50.77547345799394,50.709579374990426,51.17182545806281,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,51.17614075005986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,2,-2,-2,-30,51.17200083297212,51.17614075005986,51.17614075005986,51.69360025005881,51.69360025005881,51.79391679097898,51.79391679097898,51.79391679097898,51.69360025005881,52.52698591607623,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
