center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
30,60,right,2,2,0,,,,,100,right,1,1.1775869589764625,None,,,,,0,2,2,2,,,,,97.60668612504378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.78939399984665,98.79920308385044,100.28414987493306,100.2893862919882,,,,,,,,97.60172187490389,97.60668612504378,98.10864337487146,98.10864337487146,98.18337991693988,98.18337991693988,98.18337991693988,98.78923862497322,right,1,1.1775869589764625,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
30,0,right,3,3,0,,,,,100,right,1,1.2450999580323696,None,,,,,0,3,3,3,,,,,100.2893862919882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.54501866688952,101.54956204188056,103.03440145892091,103.04003195883706,,,,,,,,100.28473670897074,100.2893862919882,100.78670966695063,100.78670966695063,100.85410399991088,100.85410399991088,100.86586687504314,101.5448986669071,right,1,1.2450999580323696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
-30,69,left,4,4,0,,,,,0,left,1,1.0779021249618381,None,,,,,0,4,4,4,,,,,103.04003195883706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.12678233394399,104.13226899993606,105.61757341702469,105.62304758396931,,,,,,,,103.03501320886426,103.04003195883706,103.54158416693099,103.54158416693099,103.61671495903283,103.61671495903283,103.62287454190664,104.1266713750083,left,1,1.0779021249618381,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
30,69,right,5,5,0,,,,,0,right,1,1.037365207914263,None,,,,,0,5,5,5,,,,,105.62304758396931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.66914341691881,106.67730233399197,108.16755812498741,108.17548204190098,,,,,,,,105.61828787485138,105.62304758396931,106.1252524999436,106.1252524999436,106.20029820897616,106.20029820897616,106.20029820897616,106.668968959013,right,1,1.037365207914263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.16776779200882,108.17548204190098,108.17548204190098,113.37409533397295,space,5.193330999929458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,113.52941970899701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,1,0,start,5,-15,-15,-30,113.52395954192616,113.52941970899701,113.88131229183637,113.88131229183637,113.95025500003248,113.95455012493767,113.95455012493767,115.22785104182549,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,115.23322245897725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,1,1,start,5,15,15,,115.22886254196055,115.23322245897725,115.72527137491852,115.72527137491852,115.80575362499803,115.80028295889497,115.80028295889497,116.36870416696183,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,116.37659487500787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,1,2,start,5,15,15,30,116.3699234998785,116.37659487500787,116.86657266691327,116.86657266691327,116.93918920890428,116.93918920890428,116.93918920890428,117.5524983338546,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,117.56170541699976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,1,3,start,5,-15,-15,30,117.55482670897618,117.56170541699976,118.04984787502326,118.04984787502326,118.12273612502031,118.12273612502031,118.12273612502031,118.60555274994113,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,118.61608045897447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,1,4,start,5,-15,-15,,118.60657191695645,118.61608045897447,119.09899850003421,119.09899850003421,119.18385545886122,119.17241687490605,119.17241687490605,119.69302137498744,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,119.69889895897359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,1,5,start,5,15,15,-30,119.69401670899242,119.69889895897359,120.19104599999264,120.19104599999264,120.26687195897102,120.26687195897102,120.26687195897102,120.8189594168216,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,120.82670012488961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,2,6,down,5,10,10,30,120.82006024988368,120.82670012488961,121.31667487486266,121.31667487486266,121.38926870888099,121.38926870888099,121.38926870888099,122.16659583384171,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,122.17101320903748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,2,7,down,5,10,10,-30,122.1670685838908,122.17101320903748,122.65631366684102,122.65631366684102,122.73752974998206,122.73236100003123,122.73236100003123,123.30245945882052,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,123.31125054182485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,2,8,up,5,-10,-10,-30,123.30388766690157,123.31125054182485,123.80004658387043,123.80004658387043,123.87372200004756,123.87372200004756,123.87372200004756,124.75298045901582,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,124.76160412491299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,2,9,down,5,10,10,,124.7542525420431,124.76160412491299,125.24896233389154,125.24896233389154,125.32307795900851,125.32307795900851,125.32307795900851,125.81013787491247,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,125.81540833390318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,2,10,up,5,-10,-10,30,125.81115274992771,125.81540833390318,126.30801008385606,126.30801008385606,126.38348808395676,126.38348808395676,126.38348808395676,127.24336649989709,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,127.2487469590269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,2,11,up,5,-10,-10,,127.24437620886602,127.2487469590269,127.74229549989104,127.74229549989104,127.81695099989884,127.81695099989884,127.81695099989884,128.4347381668631,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,128.44228716683574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,3,12,up,5,-5,-5,,128.4357379169669,128.44228716683574,128.93225504201837,128.93225504201837,129.00645516696386,129.00645516696386,129.00645516696386,129.5074189589359,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,129.51550374994986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,3,13,down,5,5,5,30,129.50837954203598,129.51550374994986,130.00765499984846,130.00765499984846,130.08332037483342,130.08332037483342,130.08332037483342,130.96865416690707,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,130.97639766684733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,3,14,up,5,-5,-5,30,130.96970824990422,130.97639766684733,131.46670187497512,131.46670187497512,131.53913095896132,131.53913095896132,131.53913095896132,132.123841291992,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,132.13212387496606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,3,15,down,5,5,5,,132.12491904199123,132.13212387496606,132.62450845888816,132.62450845888816,132.69995049992576,132.69995049992576,132.69995049992576,133.20738583384082,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,133.2154786249157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,3,16,down,5,5,5,-30,133.2085219169967,133.2154786249157,133.7082247089129,133.7082247089129,133.78326766681857,133.78326766681857,133.78326766681857,134.36852000001818,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,134.37628691690043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,3,17,up,5,-5,-5,-30,134.36962420889176,134.37628691690043,134.86560458387248,134.86560458387248,134.93950937502086,134.93950937502086,134.93950937502086,135.82408195897005,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,135.8333299169317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,4,18,up,2,7,7,30,135.82580683403648,135.8333299169317,136.31567425001413,136.31567425001413,136.39995875000022,136.38788354187272,136.38788354187272,137.23577308398671,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,137.24442554195412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,4,19,up,5,0,0,30,137.2372534170281,137.24442554195412,137.7322665839456,137.7322665839456,137.80635591689497,137.80635591689497,137.80635591689497,138.35177324991673,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,138.3599222500343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,4,20,down,5,0,0,,138.35321108391508,138.3599222500343,138.84912024997175,138.84912024997175,138.92262562504038,138.92262562504038,138.92262562504038,140.43568895896897,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,140.4440539169591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,4,21,down,5,0,0,-30,140.43690120894462,140.4440539169591,140.93337262491696,140.93337262491696,141.0061931668315,141.0061931668315,141.0061931668315,141.53305008402094,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,141.5385611669626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,4,22,down,2,-7,-7,-30,141.5340543340426,141.5385611669626,142.0250319999177,142.0250319999177,142.10633170884103,142.10000274982303,142.10000274982303,142.81717583397403,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,142.82247308385558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,4,23,up,5,0,0,,142.81815325003117,142.82247308385558,143.30828624987043,143.30828624987043,143.38934379187413,143.38322079204954,143.38322079204954,144.10201074997894,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
