center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,text_11.started,surround_practice.stopped,center_practice.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
30,60,right,2,2,0,,,,,100,right,1,1.1123590840725228,None,,,,,0,2,2,2,48.690867125056684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.81264233298134,49.81785366602708,51.30377570807468,51.30904558300972,,,,,,,,,,,48.686484041041695,48.690867125056684,49.18494166608434,49.18494166608434,49.25845395808574,49.25845395808574,49.25845395808574,49.812542791012675,right,1,1.1123590840725228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
30,0,right,3,3,0,,,,,100,right,1,1.3781310840277001,None,,,,,0,3,3,3,51.30904558300972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.69646391598508,52.701057208003476,54.18614154099487,54.19074062502477,,,,,,,,,,,51.30428787507117,51.30904558300972,51.810117833083495,51.810117833083495,51.886034165974706,51.886034165974706,51.89222654106561,52.69635433307849,right,1,1.3781310840277001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
-30,69,left,4,4,0,,,,,0,left,1,1.197760166,None,,,,,0,4,4,4,54.19074062502477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.39407762500923,55.40125358302612,56.886733249993995,56.891976041020826,,,,,,,,,,,54.18669374997262,54.19074062502477,54.69126470806077,54.69126470806077,54.76857279101387,54.76857279101387,54.77223929099273,55.393951207981445,left,1,1.197760166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
30,69,right,5,5,0,,,,,0,right,1,1.0670217500301078,None,,,,,0,5,5,5,56.891976041020826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.969376208027825,57.97338708303869,59.45761808298994,59.468523083021864,,,,,,,,,,,56.88726370804943,56.891976041020826,57.389730750001036,57.389730750001036,57.46806737501174,57.46806737501174,57.47199854103383,57.96916579105891,right,1,1.0670217500301078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.45775520801544,59.468523083021864,59.468523083021864,60.37110783299431,space,0.8922930000117049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,60.511370665975846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,1,0,start,5,15,15,60.505240875063464,60.511370665975846,60.868285582982935,60.868285582982935,60.94355104106944,60.94355104106944,60.94355104106944,61.90308112,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,61.91081220807973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,1,1,start,5,-15,15,61.90412716602441,61.91081220807973,62.40110458305571,62.40110458305571,62.47409795806743,62.47409795806743,62.47409795806743,63.22727150004357,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,63.235248291050084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,1,2,start,5,-15,-15,63.228669041069224,63.235248291050084,63.726569375023246,63.726569375023246,63.80188141600229,63.80188141600229,63.80188141600229,64.97099579,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,64.97905320802238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,1,3,start,5,15,-15,64.97250729100779,64.97905320802238,65.46842358307913,65.46842358307913,65.54206095798872,65.54206095798872,65.54206095798872,66.33643291599583,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,66.34374849998858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,1,4,start,5,15,,66.33735012507532,66.34374849998858,66.82666333,66.82666333,66.90263812500052,66.90263812500052,66.90802321,67.63845283305272,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,67.64473296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,1,5,start,5,-15,,67.63955921,67.64473296,68.13541587500367,68.13541587500367,68.20651054102927,68.20651054102927,68.20651054102927,68.78799874999095,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,68.79565579106566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,2,6,down,5,10,,68.78922892,68.79565579106566,69.28474508307409,69.28474508307409,69.35817966598552,69.35817966598552,69.35817966598552,69.77140541607514,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,69.77944391604979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,2,7,down,5,10,-15,69.77285704098176,69.77944391604979,70.26885083306115,70.26885083306115,70.34102920803707,70.34102920803707,70.34102920803707,70.88579804101028,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,70.89075413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,2,8,up,5,-10,-15,70.88629054103512,70.89075413,71.37636479106732,71.37636479106732,71.45256712497212,71.45256712497212,71.45838120800909,71.92710429104045,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,71.93468900001608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,2,9,up,5,-10,,71.92808558302931,71.93468900001608,72.42626683297567,72.42626683297567,72.50260370806791,72.50260370806791,72.50260370806791,72.97060570807662,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,72.97810662502889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,2,10,up,5,-10,15,72.97175466606859,72.97810662502889,73.46925912506413,73.46925912506413,73.54039108299185,73.54039108299185,73.54039108299185,74.14623216597829,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,74.15149837499484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,2,11,down,5,10,15,74.14716425002553,74.15149837499484,74.66811096,74.66811096,74.74094566598069,74.74094566598069,74.72464866598602,75.22081766603515,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,75.22848095803056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,3,12,down,5,5,,75.22199383,75.22848095803056,75.71930491598323,75.71930491598323,75.79183729097713,75.79183729097713,75.79183729097713,76.36024991597515,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,76.36773929104675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,3,13,down,5,5,15,76.36117162497249,76.36773929104675,76.86013858299702,76.86013858299702,76.93599329097196,76.93599329097196,76.93599329097196,77.88055463,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,77.90188833302818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,3,14,up,5,-5,,77.88150975003373,77.90188833302818,78.37704245804343,78.37704245804343,78.45265016600024,78.45265016600024,78.4587365,78.94680829101708,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,78.95403058303054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,3,15,up,5,-5,15,78.94809475005604,78.95403058303054,79.44304995797575,79.44304995797575,79.51926633308176,79.51926633308176,79.52495800005272,80.01219625002705,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,80.01785037503578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,3,16,down,5,5,-15,80.01314563,80.01785037503578,80.50857212,80.50857212,80.58520991599653,80.58520991599653,80.58520991599653,81.06257216597442,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,81.06781899998896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,3,17,up,5,-5,-15,81.06351113,81.06781899998896,81.55961287,81.55961287,81.63592341600452,81.63592341600452,81.63592341600452,83.46013804106042,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,83.46782692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,4,18,up,5,0,,83.46112004097085,83.46782692,83.95945691608358,83.95945691608358,84.03512458,84.03512458,84.03512458,86.45430804102216,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,86.46181279106531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,4,19,down,5,0,15,86.45531513,86.46181279106531,86.95195133297238,86.95195133297238,87.02541129104793,87.02541129104793,87.02541129104793,87.77138546,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,87.77930325001944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,4,20,down,2,-7,-15,87.77276983298361,87.77930325001944,88.26849150005728,88.26849150005728,88.34242416603956,88.34242416603956,88.34242416603956,88.91998624999542,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,88.92725612502545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,4,21,down,5,0,,88.92093562497757,88.92725612502545,89.40971266606357,89.40971266606357,89.48595704103354,89.48595704103354,89.49212595797144,90.17973396,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,90.18510841601528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,4,22,up,5,0,15,90.18090650008526,90.18510841601528,90.67642120807432,90.67642120807432,90.75251391599886,90.75251391599886,90.75872733304277,91.47658316604793,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,91.48442420805804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,4,23,down,5,0,-15,91.47750699997414,91.48442420805804,91.97633141605183,91.97633141605183,92.05255712498911,92.05255712498911,92.05255712498911,92.64609691605438,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,92.65118904097471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,5,24,up,5,5,15,92.64709195797332,92.65118904097471,93.14194691600278,93.14194691600278,93.21918058302253,93.21918058302253,93.22507458308246,93.81252858,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,93.81766908301506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,5,25,up,2,2,,93.81348942,93.81766908301506,94.30957220797427,94.30957220797427,94.38591321,94.38591321,94.38591321,95.25961612502579,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,95.26776529103518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,5,26,down,5,-5,-15,95.26058596,95.26776529103518,95.75989888,95.75989888,95.83587325003464,95.83587325003464,95.83587325003464,96.53825117,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
