center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,0,right,3,3,0,,,,,100,right,1,0.9072252080004546,None,,,,,0,3,3,3,,,,,483.8010826660029,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.7130157080028,484.7217602910023,486.21160862500255,486.2173857079979,,,,,,,,483.7955519579991,483.8010826660029,484.29393866600003,484.29393866600003,484.3675061250033,484.3675061250033,484.3675061250033,484.71289145800256,right,1,0.9072252080004546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
-30,69,left,4,4,0,,,,,0,right,0,0.9327565420026076,None,,,,,0,4,4,4,,,,,486.2173857079979,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.1527665410031,487.16138395800226,488.6449885000038,488.65103875000204,,,,,,,,486.21214154100016,486.2173857079979,486.7105589999992,486.7105589999992,486.784126999999,486.784126999999,486.784126999999,487.1526556250028,right,0,0.9327565420026076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
30,69,right,5,5,0,,,,,0,right,1,0.9677797080003074,None,,,,,0,5,5,5,,,,,488.65103875000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.63023083299777,489.63933820799866,491.12874425000336,491.13771395799995,,,,,,,,488.6455252079977,488.65103875000204,489.15353754100215,489.15353754100215,489.2278864999971,489.2278864999971,489.2278864999971,489.63008520800213,right,1,0.9677797080003074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.12897008300206,491.13771395799995,491.13771395799995,526.6209931249978,space,35.47955283399642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,526.7459963750007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,1,0,start,5,15,15,-30,526.7394718750002,526.7459963750007,527.1260792500034,527.1260792500034,527.2010330830017,527.2010330830017,527.764583958,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,527.7739990830014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,1,1,start,5,-15,-15,,527.7658248329972,527.7739990830014,528.2620649579985,528.2620649579985,528.3353105409988,528.3353105409988,528.6996173750013,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,528.7094081660034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,1,2,start,5,-15,-15,30,528.7011649580018,528.7094081660034,529.1953087080037,529.1953087080037,529.2678910000031,529.2678910000031,529.7538537500004,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,529.7790086250025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,1,3,start,5,15,15,,529.755049833002,529.7790086250025,530.2543104159995,530.2543104159995,530.3292104159991,530.3292104159991,530.6821216660028,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,530.6920062499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,1,4,start,5,-15,-15,-30,530.6835962080004,530.6920062499994,531.1788165000034,531.1788165000034,531.2516262080026,531.2516262080026,531.6648320410022,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,531.6754790830018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,1,5,start,5,15,15,30,531.6669202080011,531.6754790830018,532.1622820830016,532.1622820830016,532.2345823330033,532.2345823330033,532.6645282500031,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,532.6738292910013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,2,6,down,5,10,10,-30,532.6657644160005,532.6738292910013,533.162404415998,533.162404415998,533.2349074160011,533.2349074160011,533.6049192909995,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,533.6144993330017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,2,7,up,5,-10,-10,30,533.6060671660016,533.6144993330017,534.1043813750002,534.1043813750002,534.1794321249981,534.1794321249981,534.5882812499985,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,534.5978842499972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,2,8,down,5,10,10,30,534.5894425410006,534.5978842499972,535.0879895410035,535.0879895410035,535.1627395410032,535.1627395410032,535.5377431250017,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,535.5482453329969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,2,9,up,5,-10,-10,,535.5391092080026,535.5482453329969,536.0379668750029,536.0379668750029,536.1130475000027,536.1130475000027,536.5486927079983,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,536.5578200000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,2,10,down,5,10,10,,536.5499540829987,536.5578200000018,537.0455738329983,537.0455738329983,537.117803041001,537.117803041001,537.4866607080039,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,537.4960421249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,2,11,up,5,-10,-10,-30,537.4877572080004,537.4960421249998,537.9878827499997,537.9878827499997,538.0628768329989,538.0628768329989,538.5152708750029,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,538.5250799159985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,3,12,up,5,-5,-5,-30,538.5166777080012,538.5250799159985,539.0124019580035,539.0124019580035,539.0854084579987,539.0854084579987,539.6163160409997,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,539.6266080409987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,3,13,up,2,12,12,30,539.6180436249997,539.6266080409987,540.112550124999,540.112550124999,540.1856872499993,540.1856872499993,540.5984565830004,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,540.6077975410008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,3,14,down,5,5,5,,540.5996028750014,540.6077975410008,541.0958487500029,541.0958487500029,541.1688422079969,541.1688422079969,541.6987451250025,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,541.7084921249989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,3,15,up,5,-5,-5,,541.7001490410039,541.7084921249989,542.1957567909994,542.1957567909994,542.2687975829976,542.2687975829976,542.737467125,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,542.762705166002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,3,16,up,2,12,12,-30,542.7387420000014,542.762705166002,543.2381666250003,543.2381666250003,543.3134219580024,543.3134219580024,543.6662532499977,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,543.6761124999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,3,17,up,5,-5,-5,30,543.667658833001,543.6761124999975,544.1626123750029,544.1626123750029,544.2358991660003,544.2358991660003,544.6822219160022,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,544.6923195409981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,4,18,up,5,0,0,30,544.6839406660001,544.6923195409981,545.1792947909998,545.1792947909998,545.2521899159983,545.2521899159983,545.7323368330035,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,545.7425414160025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,4,19,down,1,11,11,-30,545.734093291001,545.7425414160025,546.2283921249982,546.2283921249982,546.3011696660033,546.3011696660033,546.6158457499987,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,546.6259323749982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,4,20,down,1,11,11,30,546.6172227499992,546.6259323749982,547.112745790997,547.112745790997,547.1845552910017,547.1845552910017,547.6656228749998,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,547.675149415998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,4,21,up,5,0,0,-30,547.6669227910024,547.675149415998,548.1626803750041,548.1626803750041,548.234667165998,548.234667165998,548.9166912080036,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,548.9264945410032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,4,22,down,5,0,0,,548.9181145410039,548.9264945410032,549.4126764579996,549.4126764579996,549.4850190409998,549.4850190409998,549.865572374998,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,549.8750650410002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,4,23,up,5,0,0,,549.8669611660007,549.8750650410002,550.3620549160041,550.3620549160041,550.4357383329989,550.4357383329989,550.8989499160016,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,550.9086373750033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,5,24,up,2,2,2,,550.9002330000003,550.9086373750033,,,,,550.987725125,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,550.9970446660009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,5,25,down,1,10,10,-30,550.9889933750019,550.9970446660009,551.4884337909971,551.4884337909971,551.5635761660014,551.5635761660014,551.8989279160014,0,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,551.9086167080022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,26,down,1,10,10,30,551.9003991249992,551.9086167080022,,,,,552.0546469999972,1,,,,,,,,,,,,,,,21049995,0,2025-10-20_13h59.33.505,tilt_staircase,2024.2.4,None,2025-10-20 13h59.42.028224 -0400,
