center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,0,right,3,3,0,,,,,100,right,1,0.9549484579983982,None,,,,,0,3,3,3,,,,,85.68153129200073,,,,,,,,,,,,,,,,,,,,,,,,,86.64332041699527,86.6504370420007,88.14221041699784,88.14812629199878,,,,,,,,85.67638674999762,85.68153129200073,86.18375949999609,86.18375949999609,86.25813424999797,86.25813424999797,86.25813424999797,86.64319795800111,right,1,0.9549484579983982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
-30,69,left,4,4,0,,,,,0,left,1,0.9076623330038274,None,,,,,0,4,4,4,,,,,88.14812629199878,,,,,,,,,,,,,,,,,,,,,,,,,89.06022066700098,89.06769583300047,90.55865366699436,90.56399633299588,,,,,,,,88.14283091700054,88.14812629199878,88.63997783299419,88.63997783299419,88.7140910829985,88.7140910829985,88.7140910829985,89.06007133299863,left,1,0.9076623330038274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
30,69,right,5,5,0,,,,,0,right,1,0.8064976669993484,None,,,,,0,5,5,5,,,,,90.56399633299588,,,,,,,,,,,,,,,,,,,,,,,,,91.37713974999497,91.38414949999424,92.87575691699749,92.88396374999866,,,,,,,,90.55922124999779,90.56399633299588,91.05682866699499,91.05682866699499,91.13081512499775,91.13081512499775,91.13081512499775,91.37697329199727,right,1,0.8064976669993484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8759391249987,92.88396374999866,92.88396374999866,152.8594975829983,space,59.965946541997255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,152.98050916699867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,1,0,start,5,-15,-15,30,152.97528820799926,152.98050916699867,153.3598926669947,153.3598926669947,153.43150487499952,153.43150487499952,153.43150487499952,153.91555495799548,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,153.9238190420001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,1,1,start,5,15,15,-30,153.91662874999747,153.9238190420001,154.40734008299478,154.40734008299478,154.48012591699808,154.48012591699808,154.49129916699894,154.90972095799953,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,154.9176045419954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,1,2,start,5,15,15,30,154.91092974999628,154.9176045419954,155.4064737499939,155.4064737499939,155.48128495799756,155.48128495799756,155.48128495799756,156.1602765419957,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,156.1683827079978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,1,3,start,5,15,15,,156.161363332998,156.1683827079978,156.6565206249943,156.6565206249943,156.73037170799944,156.73037170799944,156.73037170799944,157.22674316699704,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,157.23485891699966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,1,4,start,5,-15,-15,,157.22804029200051,157.23485891699966,157.72316354199575,157.72316354199575,157.79718187500112,157.79718187500112,157.79718187500112,158.1316942919948,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,158.13974054199934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,1,5,start,5,-15,-15,-30,158.13268679199973,158.13974054199934,158.6337309169976,158.6337309169976,158.70791541699873,158.70791541699873,158.70791541699873,159.28610095800104,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,159.30762654199498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,2,6,up,5,-10,-10,-30,159.28704654199828,159.30762654199498,159.78324425000028,159.78324425000028,159.8578304170005,159.8578304170005,159.86428783299925,160.49282074999792,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,160.50012704199617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,2,7,down,5,10,10,,160.49378862499725,160.50012704199617,160.99044349999895,160.99044349999895,161.06469024999387,161.06469024999387,161.06469024999387,161.39317691699398,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,161.40095479199954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,2,8,up,5,15,15,-30,161.39427204199455,161.40095479199954,161.89120237499446,161.89120237499446,161.96379887499643,161.96379887499643,161.96379887499643,162.4114342920002,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,162.41993462499522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,2,9,up,5,-10,-10,,162.4126580000011,162.41993462499522,162.90731291699922,162.90731291699922,162.98098445799405,162.98098445799405,162.98098445799405,163.3932547919976,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,163.40174408299936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,2,10,down,5,-15,-15,30,163.39450087499426,163.40174408299936,163.8897840829959,163.8897840829959,163.9642439579984,163.9642439579984,163.9642439579984,164.34909699999844,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,164.3570847919982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,2,11,up,5,15,15,30,164.35011962499993,164.3570847919982,164.85015149999526,164.85015149999526,164.9245211669986,164.9245211669986,164.9245211669986,165.36852191700018,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,165.37411533299746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,3,12,up,2,-13,-13,30,165.36965483299718,165.37411533299746,165.8671144580003,165.8671144580003,165.94131233299413,165.94131233299413,165.94131233299413,166.3304718329964,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,166.3397950419967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,3,13,down,2,13,13,-30,166.33146887499606,166.3397950419967,166.82305924999673,166.82305924999673,166.8965077920002,166.8965077920002,166.90798962499684,167.2985985829946,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,167.30647533299634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,3,14,up,5,-5,-5,-30,167.2995500830002,167.30647533299634,167.7999246670006,167.7999246670006,167.8746802079986,167.8746802079986,167.8746802079986,168.57677249999688,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,168.58450162499503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,3,15,down,2,13,13,30,168.577829707996,168.58450162499503,169.07324120799603,169.07324120799603,169.14675416699902,169.14675416699902,169.14675416699902,169.70928949999507,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,169.71701091699651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,3,16,down,5,5,5,,169.7103340419999,169.71701091699651,170.20647162499517,170.20647162499517,170.28007370799605,170.28007370799605,170.28007370799605,170.62661116699746,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,170.63451549999445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,3,17,up,5,-5,-5,,170.62782487499499,170.63451549999445,171.12457270799496,171.12457270799496,171.19705254199653,171.19705254199653,171.19705254199653,171.59440399999585,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,171.6020510419985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,4,18,down,2,11,11,-30,171.5954790830001,171.6020510419985,172.08975991699845,172.08975991699845,172.16462845799833,172.16462845799833,172.16462845799833,172.56025637499988,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,172.56868716699682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,4,19,down,5,0,0,,172.56157329199777,172.56868716699682,173.0564101669952,173.0564101669952,173.1289717499967,173.1289717499967,173.1289717499967,173.6933427499971,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,173.70145245800086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,4,20,up,2,-11,-11,30,173.69486566699925,173.70145245800086,174.18983462499455,174.18983462499455,174.26381254199805,174.26381254199805,174.26381254199805,174.7432319169966,0,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,174.75212774999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,4,21,up,5,0,0,-30,174.7448677919965,174.75212774999818,175.23972179200064,175.23972179200064,175.3122934579951,175.3122934579951,175.3122934579951,175.72757049999927,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,175.73537887499697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,4,22,down,2,11,11,30,175.7286716669987,175.73537887499697,176.22320862500055,176.22320862500055,176.2950196249949,176.2950196249949,176.30779591699684,176.79892216699955,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,176.80676837499777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,4,23,up,5,0,0,,176.79989908299467,176.80676837499777,177.29980762500054,177.29980762500054,177.3745996669968,177.3745996669968,177.3745996669968,177.89846299999772,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,177.90619345799496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,5,24,down,2,-2,-2,-30,177.89946904200042,177.90619345799496,178.39947979199496,178.39947979199496,178.48016183299478,178.48016183299478,178.4746257079969,178.99345354199613,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,179.00097616700077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,5,25,down,2,-2,-2,,178.99449470800027,179.00097616700077,179.49074287499388,179.49074287499388,179.56354745799763,179.56354745799763,179.56354745799763,180.14307670799462,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,180.15065395800048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,26,down,2,9,9,30,180.14412970799458,180.15065395800048,180.6397479169973,180.6397479169973,180.71390920799604,180.71390920799604,180.71390920799604,181.06633312499616,1,,,,,,,,,,,,,,,eli,0,2025-08-29_11h25.26.790,tilt_staircase,2024.2.4,None,2025-08-29 11h25.34.337792 -0400,
