center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,60,period,2,2,0,,,,,100,0,period,1,0.9614716659998521,None,,,,,,,,,,,,0,2,2,2,,,,,137.57083487500495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.565421124993,137.57083487500495,138.07179000000178,138.07179000000178,138.07179000000178,138.14606687499327,138.14606687499327,138.14606687499327,138.14606687499327,138.53744474999257,period,1,0.9614716659998521,None,138.5375592079945,138.54594250000082,140.03844058299728,140.03071658300178,,,,,,,,,,,,,,,,,,,,,,,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
30,0,period,3,3,0,,,,,100,0,period,1,1.1812969579914352,None,,,,,,,,,,,,0,3,3,3,,,,,140.03844058299728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0327154580009,140.03844058299728,140.53893283300567,140.53893283300567,140.53893283300567,140.61317920799775,140.61317920799775,140.61317920799775,140.61317920799775,141.23182037500374,period,1,1.1812969579914352,None,141.2319719579973,141.24125762500626,142.7383176250005,142.7304578750045,,,,,,,,,,,,,,,,,,,,,,,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-30,69,z,4,4,0,,,,,0,100,z,1,0.9498993750021327,None,,,,,,,,,,,,0,4,4,4,,,,,142.7383176250005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.7325216659956,142.7383176250005,143.22934120800346,143.22934120800346,143.22934120800346,143.3025805829966,143.3025805829966,143.3025805829966,143.3025805829966,143.69854062500235,z,1,0.9498993750021327,None,143.69869020799524,143.70774766600516,145.20517241599737,145.19721733299957,,,,,,,,,,,,,,,,,,,,,,,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
30,69,period,5,5,0,,,,,0,100,period,1,0.8781426670029759,None,,,,,,,,,,,,0,5,5,5,,,,,145.20517241599737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.199456250004,145.20517241599737,145.69611079100287,145.69611079100287,145.69611079100287,145.76931245799642,145.76931245799642,145.76931245799642,145.76931245799642,146.0870572499989,period,1,0.8781426670029759,None,146.08717495799647,146.09572483299416,147.5887144159933,147.5806492499978,,,,,,,,,,,,,,,,,,,,,,,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5808565000043,147.5887144159933,147.5887144159933,205.95136466600525,space,58.354007542002364,None,,,,,,,,,,,,,,,,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-4,-15.0,,0,0,0,,,,,100,0,,,,,c-4,negs,0.75,z,1.6764937080006348,None,None,,,,,,,,,0,0,0,360,206.09272116600187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.08581383299315,206.09272116600187,206.702747000003,206.702747000003,206.702747000003,206.77029174999916,206.77029174999916,206.77029174999916,207.7734465829999,z,1.6764937080006348,None,207.7735560000001,207.77360133299953,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
4,-15.0,,1,1,0,,,,,100,0,,,,,c+4,negs,0.75,period,1.7650309580058092,None,None,,,,,,,,,0,1,1,494,207.78464295799495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.77565479099576,207.78464295799495,208.5248914160038,208.5248914160038,208.5248914160038,208.59897545799322,208.59897545799322,208.59897545799322,209.55267274999642,period,1.7650309580058092,None,209.55283166600566,209.55289154099592,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-6,15.0,,2,2,0,,,,,100,0,,,,,c-6,poss,0.75,z,1.3015466249926249,None,None,,,,,,,,,0,2,2,42,209.56453262499417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.5553147909959,209.56453262499417,210.29853170800197,210.29853170800197,210.29853170800197,210.37138104099722,210.37138104099722,210.37138104099722,210.8687339159951,z,1.3015466249926249,None,210.86886483299895,210.86891737500264,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-2,-15.0,,3,3,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.192481999998563,None,None,,,,,,,,,0,3,3,399,210.8800895000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.87136179099616,210.8800895000022,211.61527804100479,211.61527804100479,211.61527804100479,211.68685237500176,211.68685237500176,211.68685237500176,212.08478370799276,period,1.192481999998563,None,212.08489091599768,212.08493366600305,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-4,0.0,,4,4,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5237191249907482,None,None,,,,,,,,,0,4,4,592,212.09555516600085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.08696066599805,212.09555516600085,213.08186575000582,213.08186575000582,213.08186575000582,213.15437995799584,213.15437995799584,213.15437995799584,213.62364470800094,z,1.5237191249907482,None,213.62378100000205,213.623842083005,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
4,0.0,,5,5,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.3541527909983415,None,None,,,,,,,,,0,5,5,716,213.63476595800603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.62617720800336,213.63476595800603,214.37500320799882,214.37500320799882,214.37500320799882,214.44916420799564,214.44916420799564,214.44916420799564,214.99142200000642,period,1.3541527909983415,None,214.99153091599874,214.9915738330019,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-4,15.0,,6,6,0,,,,,100,0,,,,,c-4,poss,1.25,z,1.6865430420002667,None,None,,,,,,,,,0,6,6,89,215.00172391599335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.99360141600482,215.00172391599335,216.24090262499521,216.24090262499521,216.24090262499521,216.31597970800067,216.31597970800067,216.31597970800067,216.6916953750042,z,1.6865430420002667,None,216.69182079100574,216.69187500000407,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-2,0.0,,7,7,0,,,,,0,100,,,,,c-2,noss,1.0,period,1.4129890000040177,None,None,,,,,,,,,0,7,7,624,216.70264479100297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.69444074999774,216.70264479100297,217.69146658299724,217.69146658299724,217.69146658299724,217.76589325000532,217.76589325000532,217.76589325000532,218.11830962500244,period,1.4129890000040177,None,218.11844170799304,218.11849562499265,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-4,0.0,,8,8,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.1036248750024242,None,None,,,,,,,,,0,8,8,583,218.1295965830068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.12061716600147,218.1295965830068,218.615381333002,218.615381333002,218.615381333002,218.68726862499898,218.68726862499898,218.68726862499898,219.23637379100546,z,1.1036248750024242,None,219.23651808299473,219.2365807909955,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
0,0.0,,9,9,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.4974384999950416,None,None,,,,,,,,,0,9,9,657,219.24792366600013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.2389934160019,219.24792366600013,220.23217220799415,220.23217220799415,220.23217220799415,220.30428887500602,220.30428887500602,220.30428887500602,220.75184154100134,period,1.4974384999950416,None,220.75207579099515,220.7521794159984,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
4,-15.0,,10,10,0,,,,,100,0,,,,,c+4,negs,1.25,z,1.8668863339989912,None,None,,,,,,,,,0,10,10,506,220.76351620799687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.75468466599705,220.76351620799687,221.99813066600473,221.99813066600473,221.99813066600473,222.07090120800422,222.07090120800422,222.07090120800422,222.6342106660013,z,1.8668863339989912,None,222.63433904100384,222.63439245799964,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
6,-15.0,,11,11,0,,,,,100,0,,,,,c+6,negs,1.0,period,1.613105334006832,None,None,,,,,,,,,0,11,11,535,222.64573737500177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.63686437500292,222.64573737500177,223.63235283299582,223.63235283299582,223.63235283299582,223.70394962499267,223.70394962499267,223.70394962499267,224.26864466599363,period,1.613105334006832,None,224.26880725000228,224.26886179100256,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
4,-15.0,,12,12,0,,,,,100,0,,,,,c+4,negs,0.5,period,1.0602309579990106,None,None,,,,,,,,,0,12,12,484,224.2806054160028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.27166124999349,224.2806054160028,224.76580566600023,224.76580566600023,224.76580566600023,224.83784424999612,224.83784424999612,224.83784424999612,225.352002582993,period,1.0602309579990106,None,225.35217941600422,225.3522353330045,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-4,0.0,,13,13,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7022946250071982,None,None,,,,,,,,,0,13,13,600,225.36400137499731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.35515908300295,225.36400137499731,226.59905649999564,226.59905649999564,226.59905649999564,226.67132374999346,226.67132374999346,226.67132374999346,227.06897762499284,z,1.7022946250071982,None,227.0691465830023,227.0692014160013,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
0,0.0,,14,14,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.2473618329968303,None,None,,,,,,,,,0,14,14,646,227.081068665997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.07189295800345,227.081068665997,227.56580391600437,227.56580391600437,227.56580391600437,227.63795691600535,227.63795691600535,227.63795691600535,228.3354416249931,period,1.2473618329968303,None,228.33562287500536,228.33567870799743,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-4,-15.0,,15,15,0,,,,,100,0,,,,,c-4,negs,1.0,z,1.787617958005285,None,None,,,,,,,,,0,15,15,369,228.3473484999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3385297079949,228.3473484999995,229.33258724999905,229.33258724999905,229.33258724999905,229.40471187500225,229.40471187500225,229.40471187500225,230.14141687500523,z,1.787617958005285,None,230.14155037500313,230.14160720800282,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-2,0.0,,16,16,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.599484417005442,None,None,,,,,,,,,0,16,16,626,230.15240158299275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.14386341600039,230.15240158299275,231.1414188750059,231.1414188750059,231.1414188750059,231.21650662500178,231.21650662500178,231.21650662500178,231.7582239159965,z,1.599484417005442,None,231.7583565829991,231.75841037499777,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
8,-15.0,,17,17,0,,,,,100,0,,,,,c+8,negs,0.75,period,1.2824680420017103,None,None,,,,,,,,,0,17,17,556,231.76921225000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.76087183300115,231.76921225000115,232.5088956249965,232.5088956249965,232.5088956249965,232.58317924999574,232.58317924999574,232.58317924999574,233.05834204099665,period,1.2824680420017103,None,233.05845008300093,233.0584952079953,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-6,-15.0,,18,18,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.9813866249896819,None,None,,,,,,,,,0,18,18,346,233.06882270799542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.06052804099454,233.06882270799542,234.3089606249996,234.3089606249996,234.3089606249996,234.38329295799485,234.38329295799485,234.38329295799485,235.0528981249954,z,1.9813866249896819,None,235.05306654100423,235.0531217079988,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
2,0.0,,19,19,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.475755791994743,None,None,,,,,,,,,0,19,19,690,235.06462708300387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.05584029099555,235.06462708300387,236.04950108300545,236.04950108300545,236.04950108300545,236.1228409579926,236.1228409579926,236.1228409579926,236.55213741600164,period,1.475755791994743,None,236.55226562499593,236.5523192499968,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
-2,0.0,,20,20,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.7055988339998294,None,None,,,,,,,,,0,20,20,639,236.56293954100693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.55441399999836,236.56293954100693,237.79870208300417,237.79870208300417,237.79870208300417,237.87155516599887,237.87155516599887,237.87155516599887,238.275357874998,z,1.7055988339998294,None,238.27546400000574,238.2755105410033,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
0,15.0,,21,21,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.6062845419946825,None,None,,,,,,,,,0,21,21,149,238.28593304099923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.2774779159954,238.28593304099923,239.2754185829981,239.2754185829981,239.2754185829981,239.35025274999498,239.35025274999498,239.35025274999498,239.90260124999622,z,1.6062845419946825,None,239.9027490409935,239.90280491599697,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
2,0.0,,22,22,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.0027352920005796,None,None,,,,,,,,,0,22,22,677,239.9142385830055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.9051584580011,239.9142385830055,240.39969795799698,240.39969795799698,240.39969795799698,240.47279170800175,240.47279170800175,240.47279170800175,240.91968974999327,period,1.0027352920005796,None,240.9198538329947,240.91990566599998,None,21049984,0,2025-12-10_13h27.56.987,tilt_mocs,2024.2.4,120.09457495324757,2025-12-10 13h28.24.316973 -0500,
