center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,practice_feedback_timed.stopped,text_16.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,60,period,2,2,0,,,,,100,0,period,1,0.9081716250002501,None,,,,,,,,,,,,,,0,2,2,2,,,,,117.83533895800065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.8297432909967,117.83533895800065,118.33612499999435,118.33612499999435,118.33612499999435,118.41053258299507,118.41053258299507,118.41053258299507,118.41053258299507,118.74652999999671,period,1,0.9081716250002501,None,118.74671574999957,118.75556391599821,120.24438470799942,120.25260495799739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
30,0,period,3,3,0,,,,,100,0,period,1,0.9167297909953049,None,,,,,,,,,,,,,,0,3,3,3,,,,,120.25260495799739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2467851659967,120.25260495799739,120.7433275000003,120.7433275000003,120.7433275000003,120.81632399999944,120.81632399999944,120.81632399999944,120.81632399999944,121.1794134160009,period,1,0.9167297909953049,None,121.17956904099992,121.18873924999934,122.67796716599696,122.68571487499867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-30,69,z,4,4,0,,,,,0,100,z,1,0.8618093340046471,None,,,,,,,,,,,,,,0,4,4,4,,,,,122.68571487499867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.67970979099482,122.68571487499867,123.17671820800024,123.17671820800024,123.17671820800024,123.24983837499894,123.24983837499894,123.24983837499894,123.24983837499894,123.5532069999972,z,1,0.8618093340046471,None,123.55335995800124,123.56269966599939,125.05127004099631,125.06030020799517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
30,69,period,5,5,0,,,,,0,100,period,1,0.8918360419993405,None,,,,,,,,,,,,,,0,5,5,5,,,,,125.06030020799517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.05301949999557,125.06030020799517,125.55339704099606,125.55339704099606,125.55339704099606,125.62698224999622,125.62698224999622,125.62698224999622,125.62698224999622,125.96284529099648,period,1,0.8918360419993405,None,125.96296379099658,125.97171874999913,127.46171316599793,127.47014304099866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.46190366600058,127.47014304099866,127.47014304099866,159.70521741599805,space,32.2322296659986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
2,0.0,,0,0,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.8120569579987205,None,None,,,,,,,,,,,0,0,0,652,159.84106341599545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.83476187499764,159.84106341599545,160.70995987499919,160.70995987499919,160.70995987499919,160.78358799999842,160.78358799999842,160.78358799999842,161.66423566600133,period,1.8120569579987205,None,161.66437391599902,161.66443949999666,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
8,15.0,,1,1,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.7542877499945462,None,None,,,,,,,,,,,0,1,1,250,161.67579833299533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.66690433299664,161.67579833299533,162.91160687500087,162.91160687500087,162.91160687500087,162.98354824999842,162.98354824999842,162.98354824999842,163.4365690409977,period,1.7542877499945462,None,163.43673754100018,163.43679187499947,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
2,-15.0,,2,2,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.789759667000908,None,None,,,,,,,,,,,0,2,2,501,163.44808429099794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.43989466600033,163.44808429099794,164.68837104099657,164.68837104099657,164.68837104099657,164.76226058299653,164.76226058299653,164.76226058299653,165.24664979099907,period,1.789759667000908,None,165.24678295799822,165.24683699999878,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
2,-15.0,,3,3,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.7603077919993666,None,None,,,,,,,,,,,0,3,3,499,165.25773974999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.248987166,165.25773974999902,166.4944276249953,166.4944276249953,166.4944276249953,166.5674252079989,166.5674252079989,166.5674252079989,167.02064874999633,period,1.7603077919993666,None,167.02078983299725,167.02083424999728,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,0.0,,4,4,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.2600995000029798,None,None,,,,,,,,,,,0,4,4,519,167.0314512499972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.02282870799536,167.0314512499972,167.77210266600014,167.77210266600014,167.77210266600014,167.84570595799596,167.84570595799596,167.84570595799596,168.29751720799686,z,1.2600995000029798,None,168.29762633299833,168.29767012500088,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,0.0,,5,5,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.2340323329990497,None,None,,,,,,,,,,,0,5,5,561,168.30833666599938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.29969504099427,168.30833666599938,169.044242457996,169.044242457996,169.044242457996,169.11752470799547,169.11752470799547,169.11752470799547,169.54820054100128,z,1.2340323329990497,None,169.5483547909971,169.5484116660009,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,0.0,,6,6,0,,,,,0,100,,,,,c-2,noss,0.5,z,3.839123749996361,None,None,,,,,,,,,,,0,6,6,547,169.56063933299447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.55157429099927,169.56063933299447,170.04521266599477,170.04521266599477,170.04521266599477,170.11758220799675,170.11758220799675,170.11758220799675,173.40461041600065,z,3.839123749996361,None,173.4047562909982,173.40481462499883,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,-15.0,,7,7,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2670283330007805,None,None,,,,,,,,,,,0,7,7,431,173.41553708299762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4073274159964,173.41553708299762,174.15513537499646,174.15513537499646,174.15513537499646,174.2288207909951,174.2288207909951,174.2288207909951,174.68712304099608,period,1.2670283330007805,None,174.68726212500042,174.6873246249961,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,-15.0,,8,8,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.6036766670004,None,None,,,,,,,,,,,0,8,8,409,174.6981956249947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.68948391600134,174.6981956249947,175.68850741599454,175.68850741599454,175.68850741599454,175.7626553749942,175.7626553749942,175.7626553749942,176.3042050410004,period,1.6036766670004,None,176.3043162499962,176.30435979100002,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,15.0,,9,9,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.691373207999277,None,None,,,,,,,,,,,0,9,9,70,176.31503204099863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.30638329099747,176.31503204099863,177.30542879099812,177.30542879099812,177.30542879099812,177.37933466599497,177.37933466599497,177.37933466599497,178.01506858300127,z,1.691373207999277,None,178.01523616600025,178.0153124999997,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,0.0,,10,10,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.8116975000011735,None,None,,,,,,,,,,,0,10,10,580,178.0272857079981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.01797074999922,178.0272857079981,179.26233566599694,179.26233566599694,179.26233566599694,179.33444420799788,179.33444420799788,179.33444420799788,179.84869099999923,z,1.8116975000011735,None,179.8488676249981,179.84893249999732,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
2,-15.0,,11,11,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.288548709002498,None,None,,,,,,,,,,,0,11,11,475,179.86072699999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.8514983749992,179.86072699999932,180.59562424999604,180.59562424999604,180.59562424999604,180.66762429099617,180.66762429099617,180.66762429099617,181.15454825000052,period,1.288548709002498,None,181.15470866599935,181.15478845799953,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,0.0,,12,12,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.4682027919989196,None,None,,,,,,,,,,,0,12,12,526,181.16561883299437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.1573902079981,181.16561883299437,182.15523929099436,182.15523929099436,182.15523929099436,182.22952745799557,182.22952745799557,182.22952745799557,182.63793041600002,z,1.4682027919989196,None,182.6380809580005,182.63814229099808,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,0.0,,13,13,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.6868059580010595,None,None,,,,,,,,,,,0,13,13,706,182.64860770799714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.64035591599531,182.64860770799714,183.88822491599421,183.88822491599421,183.88822491599421,183.96293616599723,183.96293616599723,183.96293616599723,184.33787816599943,period,1.6868059580010595,None,184.3380175409984,184.3380837500008,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,15.0,,14,14,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.2820810840057675,None,None,,,,,,,,,,,0,14,14,59,184.34877124999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.34011612500035,184.34877124999912,185.08866495799884,185.08866495799884,185.08866495799884,185.16301045799628,185.16301045799628,185.16301045799628,185.63726579099603,z,1.2820810840057675,None,185.63740549999784,185.63748133299669,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-6,-15.0,,15,15,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.7766453750009532,None,None,,,,,,,,,,,0,15,15,309,185.64870516600058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.639861165997,185.64870516600058,186.38906674999453,186.38906674999453,186.38906674999453,186.46313845799887,186.46313845799887,186.46313845799887,187.43165091599803,z,1.7766453750009532,None,187.43175712499942,187.43180091599788,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,0.0,,16,16,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.6945191659979173,None,None,,,,,,,,,,,0,16,16,704,187.4424352499991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.4338079579975,187.4424352499991,188.6784849159958,188.6784849159958,188.6784849159958,188.75178883299668,188.75178883299668,188.75178883299668,189.14850308300083,period,1.6945191659979173,None,189.14863529099966,189.14869045799423,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-8,-15.0,,17,17,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.4145347499943455,None,None,,,,,,,,,,,0,17,17,275,189.15963720799482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1507460829962,189.15963720799482,190.14597129100002,190.14597129100002,190.14597129100002,190.2191532910001,190.2191532910001,190.2191532910001,190.58219779099454,z,1.4145347499943455,None,190.58236937499896,190.58242420799797,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,0.0,,18,18,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.5959765409934334,None,None,,,,,,,,,,,0,18,18,576,190.5942317079971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.58559462500125,190.5942317079971,191.57941587499954,191.57941587499954,191.57941587499954,191.65172874999553,191.65172874999553,191.65172874999553,192.1990312909984,z,1.5959765409934334,None,192.199199374998,192.1992594159965,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,0.0,,19,19,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.4703737910022028,None,None,,,,,,,,,,,0,19,19,604,192.2116457499942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.20229466599994,192.2116457499942,192.94605066599615,192.94605066599615,192.94605066599615,193.01828837499488,193.01828837499488,193.01828837499488,193.68887600000016,period,1.4703737910022028,None,193.68902887500008,193.68908904099953,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,0.0,,20,20,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.022659415997623,None,None,,,,,,,,,,,0,20,20,676,193.6995503329963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.6914442499983,193.6995503329963,194.18930266599637,194.18930266599637,194.18930266599637,194.26334583299467,194.26334583299467,194.26334583299467,194.73257433300023,period,1.022659415997623,None,194.73272445800103,194.7327894580012,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,0.0,,21,21,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.733535291001317,None,None,,,,,,,,,,,0,21,21,583,194.74404629099445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.7351992499971,194.74404629099445,195.97957920799672,195.97957920799672,195.97957920799672,196.05151604099956,196.05151604099956,196.05151604099956,196.48277483299898,z,1.733535291001317,None,196.4829336249968,196.4829925410013,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
