center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,60,period,2,2,0,,,,,100,period,1,1.1921914999984438,None,,,,,,,,,,,,,,,0,2,2,2,,,,,104.41238741599955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4068991660024,104.41238741599955,104.90407195799344,104.90407195799344,104.97739824999007,104.97739824999007,104.97739824999007,105.60719183299807,period,1,1.1921914999984438,None,105.60731495800428,105.61650799999188,107.11277804100246,107.10541162500158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
30,0,period,3,3,0,,,,,100,period,1,1.1588193750067148,None,,,,,,,,,,,,,,,0,3,3,3,,,,,107.11277804100246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.10704474999511,107.11277804100246,107.60437775000173,107.60437775000173,107.67818362500111,107.67818362500111,107.67818362500111,108.2741714159929,period,1,1.1588193750067148,None,108.2743156659999,108.28355166599795,109.77944045799086,109.77225608300068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-30,69,z,4,4,0,,,,,0,z,1,1.2315024999988964,None,,,,,,,,,,,,,,,0,4,4,4,,,,,109.77944045799086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.77387729099428,109.77944045799086,110.27098741599184,110.27098741599184,110.34462004099623,110.34462004099623,110.34462004099623,111.02296245799516,z,1,1.2315024999988964,None,111.02308524999535,111.02809270800208,112.53055041599146,112.52261816599639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
30,69,period,5,5,0,,,,,0,period,1,1.1311642499931622,None,,,,,,,,,,,,,,,0,5,5,5,,,,,112.53055041599146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5247475829965,112.53055041599146,113.02104704099474,113.02104704099474,113.09449295800005,113.09449295800005,113.09449295800005,113.67309291599668,period,1,1.1311642499931622,None,113.6732166659931,113.67821499999263,115.17117887499626,115.16166554100346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.16185291600414,115.17117887499626,115.17117887499626,171.15914666600293,space,55.98349149999558,None,,,,,,,,,,,,,,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-4,0.0,,0,0,0,,,,,,,,,,c-4,noss,0,0.75,z,2.4988832919916604,None,None,,,,,,,,,,,0,0,0,448,171.21165991599264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2051586250018,171.21165991599264,171.9234995829902,171.9234995829902,171.99648937500024,171.99648937500024,173.71556137499283,z,2.4988832919916604,None,173.71571212499111,173.71577266599343,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
4,0.0,,1,1,0,,,,,,,,,,c+4,noss,0,0.75,period,2.316767583004548,None,None,,,,,,,,,,,0,1,1,628,173.72657949999848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.71791041600227,173.72657949999848,174.46610216599947,174.46610216599947,174.54070474999025,174.54070474999025,176.04790245799813,period,2.316767583004548,None,176.04800520799472,176.04804816599062,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
2,-15.0,,2,2,0,,,,,,,,,,c+2,negs,100,0.5,period,1.550145542001701,None,None,,,,,,,,,,,0,2,2,400,176.0592413330014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.05004058299528,176.0592413330014,176.54908791599155,176.54908791599155,176.62403704099415,176.62403704099415,177.61471233300108,period,1.550145542001701,None,177.61483545799274,177.61488783299865,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
6,15.0,,3,3,0,,,,,,,,,,c+6,poss,100,1.25,period,3.5348137090040836,None,None,,,,,,,,,,,0,3,3,178,177.626122665999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.61700399999972,177.626122665999,178.8657370830042,178.8657370830042,178.94075166599941,178.94075166599941,181.16514045798976,period,3.5348137090040836,None,181.16525116599223,181.1652925410017,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-4,-15.0,,4,4,0,,,,,,,,,,c-4,negs,100,0.5,period,1.364862834001542,None,None,,,,,,,,,,,0,4,4,295,181.17632400000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.16730066599848,181.17632400000002,181.66622825000377,181.66622825000377,181.74067495799682,181.74067495799682,182.54346720800095,period,1.364862834001542,None,182.54358595800295,182.5436328749929,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
2,0.0,,5,5,0,,,,,,,,,,c+2,noss,0,0.75,period,1.3483357500081183,None,None,,,,,,,,,,,0,5,5,588,182.55450066599587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.54573533299845,182.55450066599587,183.2905519999913,183.2905519999913,183.36302591599815,183.36302591599815,183.90910158299084,period,1.3483357500081183,None,183.90921354100283,183.90925637500186,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
2,15.0,,6,6,0,,,,,,,,,,c+2,poss,100,0.5,z,1.2806715830083704,None,None,,,,,,,,,,,0,6,6,75,183.9199899160012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.9112213329936,183.9199899160012,184.40711887499492,184.40711887499492,184.47940487499,184.47940487499,185.20973283299827,z,1.2806715830083704,None,185.20987333299126,185.20992716599721,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
0,-15.0,,7,7,0,,,,,,,,,,c+0,negs,100,0.5,period,1.1450299589923816,None,None,,,,,,,,,,,0,7,7,361,185.22077512499527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.2119568749913,185.22077512499527,185.70714166600374,185.70714166600374,185.77945037499012,185.77945037499012,186.37684283299313,period,1.1450299589923816,None,186.37699350000184,186.37704583299637,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
2,15.0,,8,8,0,,,,,,,,,,c+2,poss,100,1.0,z,1.7253227080072975,None,None,,,,,,,,,,,0,8,8,97,186.38910737499828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.37995133300137,186.38910737499828,187.3740171660029,187.3740171660029,187.4466275409941,187.4466275409941,188.14179583299847,z,1.7253227080072975,None,188.141924208001,188.1419769579952,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-8,-15.0,,9,9,0,,,,,,,,,,c-8,negs,100,0.75,z,1.57651833401178,None,None,,,,,,,,,,,0,9,9,225,188.1578594159946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.14403275000222,188.1578594159946,188.88300449999224,188.88300449999224,188.9579364999954,188.9579364999954,189.7432628749957,z,1.57651833401178,None,189.74337808300334,189.74341991599067,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-4,-15.0,,10,10,0,,,,,,,,,,c-4,negs,100,0.75,period,1.5726225830003386,None,None,,,,,,,,,,,0,10,10,302,189.75410345799173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.74538870799006,189.75410345799173,190.49079833299038,190.49079833299038,190.5629550829908,190.5629550829908,191.33342904099845,period,1.5726225830003386,None,191.3335629159992,191.33361654100008,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
4,15.0,,11,11,0,,,,,,,,,,c+4,poss,100,0.75,z,1.6141775420110207,None,None,,,,,,,,,,,0,11,11,117,191.34454774999176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3360773750028,191.34454774999176,192.0826496249938,192.0826496249938,192.15790620799817,192.15790620799817,192.9709842500015,z,1.6141775420110207,None,192.9710943329992,192.97116562500014,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-2,0.0,,12,12,0,,,,,,,,,,c-2,noss,0,0.75,z,1.5419594999984838,None,None,,,,,,,,,,,0,12,12,480,192.97777487499116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.97319104099006,192.97777487499116,193.71590608300176,193.71590608300176,193.79144849999284,193.79144849999284,194.52678674999333,z,1.5419594999984838,None,194.5269181659969,194.526970040999,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
2,0.0,,13,13,0,,,,,,,,,,c+2,noss,0,0.75,z,3.411114249989623,None,None,,,,,,,,,,,0,13,13,589,194.53776354099682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.52909499999078,194.53776354099682,195.27423699999053,195.27423699999053,195.34696937499393,195.34696937499393,197.9592199579929,z,3.411114249989623,None,197.95928670799185,197.959310249993,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
6,15.0,,14,14,0,,,,,,,,,,c+6,poss,100,1.0,period,1.7014339169982122,None,None,,,,,,,,,,,0,14,14,170,197.9682839159941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.96044004100258,197.9682839159941,198.95775462499296,198.95775462499296,199.0307752499939,199.0307752499939,199.67694137500075,period,1.7014339169982122,None,199.67706991599698,199.67712466599187,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-4,-15.0,,15,15,0,,,,,,,,,,c-4,negs,100,0.5,z,1.817279333001352,None,None,,,,,,,,,,,0,15,15,291,199.68779008300044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.67910762499378,199.68779008300044,200.17428674999974,200.17428674999974,200.2467540409998,200.2467540409998,201.51069349999307,z,1.817279333001352,None,201.51080370799173,201.5108450830012,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-2,-15.0,,16,16,0,,,,,,,,,,c-2,negs,100,1.25,z,2.211255083006108,None,None,,,,,,,,,,,0,16,16,351,201.52161683299346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.51282449999417,201.52161683299346,202.7568231250043,202.7568231250043,202.83074666598986,202.83074666598986,203.743978915998,z,2.211255083006108,None,203.7441151660023,203.7441701249918,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-4,-15.0,,17,17,0,,,,,,,,,,c-4,negs,100,1.0,z,1.9216294590005418,None,None,,,,,,,,,,,0,17,17,308,203.7555405000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.74635733300238,203.7555405000021,204.74126599999727,204.74126599999727,204.81365233300312,204.81365233300312,205.6832400830026,z,1.9216294590005418,None,205.68334883300122,205.68339191599807,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
4,15.0,,18,18,0,,,,,,,,,,c+4,poss,100,1.0,z,2.204463207992376,None,None,,,,,,,,,,,0,18,18,132,205.69420199999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.68544437499077,205.69420199999877,206.68364799999108,206.68364799999108,206.75850374999573,206.75850374999573,207.91071233300318,z,2.204463207992376,None,207.91084429099283,207.91089779099275,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
4,15.0,,19,19,0,,,,,,,,,,c+4,poss,100,1.0,period,1.6493654579971917,None,None,,,,,,,,,,,0,19,19,127,207.9218820410024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.91317983299086,207.9218820410024,208.90809858299326,208.90809858299326,208.98001008300344,208.98001008300344,209.5771710830013,period,1.6493654579971917,None,209.57727787499607,209.57732083299197,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
-6,-15.0,,20,20,0,,,,,,,,,,c-6,negs,100,0.5,z,1.3168357920076232,None,None,,,,,,,,,,,0,20,20,252,209.5879867499898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.5792861249938,209.5879867499898,210.07476224999118,210.07476224999118,210.14721454099345,210.14721454099345,210.91088891599793,z,1.3168357920076232,None,210.9110687499924,210.91113054100424,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
6,15.0,,21,21,0,,,,,,,,,,c+6,poss,100,0.75,period,1.3885019589943113,None,None,,,,,,,,,,,0,21,21,157,210.92356462500175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.91401891599526,210.92356462500175,211.6581991659914,211.6581991659914,211.7303579159925,211.7303579159925,212.31629354099277,period,1.3885019589943113,None,212.31639675000042,212.3164378329966,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
0,-15.0,,22,22,0,,,,,,,,,,c+0,negs,100,1.0,period,1.6225746670097578,None,None,,,,,,,,,,,0,22,22,384,212.3275115830038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.3184218749957,212.3275115830038,213.31717974999628,213.31717974999628,213.3920139999973,213.3920139999973,213.96104291599477,period,1.6225746670097578,None,213.96117162499286,213.96122487499088,None,,,,,,,,,,,,21049989,0,2025-12-03_13h01.56.178,tilt_mocs,2024.2.4,119.574732947763,2025-12-03 13h02.08.590000 -0500,
