center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,test_norm.started,surround_practice_4.started,center_practice_4.started,key_resp_9.started,test_norm.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_4.started,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-30,0,left,1,1,0,,,,,100,left,1,0.9137730000074953,None,,,,,,,,,,,0,1,1,1,,,,,20.80219616717659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.721982334041968,21.726424584165215,23.22615370899439,23.221798584097996,,,,,,,,,,,20.794179167132825,20.80219616717659,21.3017033750657,21.3017033750657,21.372790500056,21.372790500056,21.372790500056,21.72191720898263,left,1,0.9137730000074953,None,,,,,,,,,,,,,,,,,,,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
30,60,right,2,2,0,,,,,100,right,1,1.0367577909491956,None,,,,,,,,,,,0,2,2,2,,,,,23.22615370899439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.27249720902182,24.277530000079423,25.775263375137,25.771401584148407,,,,,,,,,,,23.222508625127375,23.22615370899439,23.719088250072673,23.719088250072673,23.790704749990255,23.790704749990255,23.790704749990255,24.272419624961913,right,1,1.0367577909491956,None,,,,,,,,,,,,,,,,,,,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
30,0,right,3,3,0,,,,,100,right,1,0.9801669160369784,None,,,,,,,,,,,0,3,3,3,,,,,25.775263375137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.760757875163108,26.76913870917633,28.259074417175725,28.255071541992947,,,,,,,,,,,25.77211341704242,25.775263375137,26.269080959027633,26.269080959027633,26.341107625048608,26.341107625048608,26.341107625048608,26.760690417140722,right,1,0.9801669160369784,None,,,,,,,,,,,,,,,,,,,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-30,69,left,4,4,0,,,,,0,left,1,0.8992738749366254,None,,,,,,,,,,,0,4,4,4,,,,,28.259074417175725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16087454208173,29.169190417043865,30.658761084079742,30.654782874975353,,,,,,,,,,,28.255795542150736,28.259074417175725,28.75859300000593,28.75859300000593,28.835666375001892,28.835666375001892,28.835666375001892,29.160799000179395,left,1,0.8992738749366254,None,,,,,,,,,,,,,,,,,,,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
30,69,right,5,5,0,,,,,0,right,1,0.8970484582241625,None,,,,,,,,,,,0,5,5,5,,,,,30.658761084079742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.561439959099516,31.56878420896828,33.05930025014095,33.055005917092785,,,,,,,,,,,30.65548804216087,30.658761084079742,31.159063500119373,31.159063500119373,31.23571400018409,31.23571400018409,31.23571400018409,31.56136866705492,right,1,0.8970484582241625,None,,,,,,,,,,,,,,,,,,,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0551160001196,33.05930025014095,33.05930025014095,34.75556008401327,space,1.690538041992113,None,,,,,,,,,,,,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-3.722222222222223,-15.0,,0,0,0,,,,,,,,,,m2,negs,100,left,1.2226172080263495,None,,,,,,,,,0,0,0,122,34.778500500135124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.77406983403489,34.778500500135124,35.251848000101745,35.251848000101745,35.323552209185436,35.323552209185436,35.323552209185436,36.00558654218912,left,1.2226172080263495,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-1.6388888888888888,0.0,,1,1,0,,,,,,,,,,m3,noss,0,left,0.9515914160292596,None,,,,,,,,,0,1,1,198,36.01125187496655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00653283414431,36.01125187496655,36.50241950014606,36.50241950014606,36.57380870915949,36.57380870915949,36.57380870915949,36.97221625014208,left,0.9515914160292596,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-2.7222222222222228,-15.0,,2,2,0,,,,,,,,,,PSE,negs,100,left,1.1335701660718769,None,,,,,,,,,0,2,2,147,36.97813183418475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.97334883408621,36.97813183418475,37.46906379214488,37.46906379214488,37.541216334095225,37.541216334095225,37.541216334095225,38.1221725421492,left,1.1335701660718769,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-2.2222222222222228,-15.0,,3,3,0,,,,,,,,,,p1,negs,100,right,1.0895724170841277,None,,,,,,,,,0,3,3,164,38.1274959591683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.12311700009741,38.1274959591683,38.61910220910795,38.61910220910795,38.69103091699071,38.69103091699071,38.69103091699071,39.22251745918766,right,1.0895724170841277,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-1.1388888888888888,0.0,,4,4,0,,,,,,,,,,m2,noss,0,left,1.093723417026922,None,,,,,,,,,0,4,4,205,39.22855162504129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.22358175017871,39.22855162504129,39.71901195915416,39.71901195915416,39.79105191701092,39.79105191701092,39.79105191701092,40.32753616711125,left,1.093723417026922,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
2.5,15.0,,5,5,0,,,,,,,,,,p3,poss,100,left,1.0903300000354648,None,,,,,,,,,0,5,5,84,40.335280833998695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32857929216698,40.335280833998695,40.8251047921367,40.8251047921367,40.9024588749744,40.9024588749744,40.9024588749744,41.42707716696896,left,1.0903300000354648,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-0.1388888888888889,0.0,,6,6,0,,,,,,,,,,PSE,noss,0,right,1.210003999993205,None,,,,,,,,,0,6,6,218,41.43517337506637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.42802216717973,41.43517337506637,41.92375349998474,41.92375349998474,42.001980792032555,42.001980792032555,42.001980792032555,42.65402949997224,right,1.210003999993205,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
0.5,15.0,,7,7,0,,,,,,,,,,m3,poss,100,right,1.384787374874577,None,,,,,,,,,0,7,7,4,42.658148042159155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.65470779198222,42.658148042159155,43.15177366696298,43.15177366696298,43.22247699997388,43.22247699997388,43.22247699997388,44.044443499995396,right,1.384787374874577,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
0.5,15.0,,8,8,0,,,,,,,,,,m3,poss,100,left,1.0151434999424964,None,,,,,,,,,0,8,8,8,44.05173087515868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0454541251529,44.05173087515868,44.541761124972254,44.541761124972254,44.61908704205416,44.61908704205416,44.61908704205416,45.071517292177305,left,1.0151434999424964,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-4.222222222222223,-15.0,,9,9,0,,,,,,,,,,m3,negs,100,left,1.1783743749838322,None,,,,,,,,,0,9,9,106,45.07642854214646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.07260137517005,45.07642854214646,45.56838458403945,45.56838458403945,45.640798959182575,45.640798959182575,45.640798959182575,46.2591708751861,left,1.1783743749838322,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-1.2222222222222228,-15.0,,10,10,0,,,,,,,,,,p3,negs,100,right,1.327817208133638,None,,,,,,,,,0,10,10,184,46.268475624965504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.26004100008868,46.268475624965504,46.8130963339936,46.8130963339936,46.890666499966756,46.890666499966756,46.85213987505995,47.606029000133276,right,1.327817208133638,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-3.722222222222223,-15.0,,11,11,0,,,,,,,,,,m2,negs,100,left,1.1114602910820395,None,,,,,,,,,0,11,11,125,47.612685166997835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.607360291993245,47.612685166997835,48.10195445897989,48.10195445897989,48.17359387502074,48.17359387502074,48.17359387502074,48.72726320917718,left,1.1114602910820395,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-0.3611111111111111,0.0,,12,12,0,,,,,,,,,,p1,noss,0,right,1.0281667080707848,None,,,,,,,,,0,12,12,225,48.7353831671644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.72808412509039,48.7353831671644,49.22410758398473,49.22410758398473,49.36876329197548,49.36876329197548,49.36876329197548,49.77452729200013,right,1.0281667080707848,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-1.7222222222222228,-15.0,,13,13,0,,,,,,,,,,p2,negs,100,right,1.0537671658676118,None,,,,,,,,,0,13,13,168,49.785352792125195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.77534208400175,49.785352792125195,50.289388709003106,50.289388709003106,50.37269854196347,50.37269854196347,50.35617687506601,50.842617084039375,right,1.0537671658676118,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-0.1388888888888889,0.0,,14,14,0,,,,,,,,,,PSE,noss,0,right,1.0746904169209301,None,,,,,,,,,0,14,14,217,50.85181620903313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.84353099996224,50.85181620903313,51.33883491717279,51.33883491717279,51.43561500008218,51.43561500008218,51.43561500008218,51.93027908401564,right,1.0746904169209301,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-0.6388888888888888,0.0,,15,15,0,,,,,,,,,,m1,noss,0,left,1.751702417153865,None,,,,,,,,,0,15,15,211,51.936120124999434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.931075459113345,51.936120124999434,52.42512620915659,52.42512620915659,52.502366417087615,52.502366417087615,52.50736870896071,53.6926306670066,left,1.751702417153865,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
2.5,15.0,,16,16,0,,,,,,,,,,p3,poss,100,right,1.0873209999408573,None,,,,,,,,,0,16,16,92,53.70176924997941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.69348629214801,53.70176924997941,54.19240841711871,54.19240841711871,54.269020417006686,54.269020417006686,54.269020417006686,54.790633167140186,right,1.0873209999408573,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-3.722222222222223,-15.0,,17,17,0,,,,,,,,,,m2,negs,100,right,1.5698591661639512,None,,,,,,,,,0,17,17,123,54.80452237511054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.791535209165886,54.80452237511054,55.30589650012553,55.30589650012553,55.38920779200271,55.38920779200271,55.37253495911136,56.375578792067245,right,1.5698591661639512,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-1.1388888888888888,0.0,,18,18,0,,,,,,,,,,m2,noss,0,left,1.1877207921352237,None,,,,,,,,,0,18,18,206,56.389318875037134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3763695419766,56.389318875037134,56.87479254207574,56.87479254207574,56.95211495901458,56.95211495901458,56.95211495901458,57.57870816718787,left,1.1877207921352237,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
0.5,15.0,,19,19,0,,,,,,,,,,m1,poss,100,left,1.0221845409832895,None,,,,,,,,,0,19,19,38,57.58506204211153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.57971762516536,57.58506204211153,58.07551350002177,58.07551350002177,58.15232637501322,58.15232637501322,58.157799209002405,58.60971337510273,left,1.0221845409832895,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
1.5,15.0,,20,20,0,,,,,,,,,,p1,poss,100,left,1.4461046250071377,None,,,,,,,,,0,20,20,60,58.61850683414377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.61060650018044,58.61850683414377,59.10605241707526,59.10605241707526,59.17347116698511,59.17347116698511,59.185107042081654,60.07249041716568,left,1.4461046250071377,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
2.5,15.0,,21,21,0,,,,,,,,,,p3,poss,100,right,1.2399046670179814,None,,,,,,,,,0,21,21,95,60.078746375162154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.07368937507272,60.078746375162154,60.589126917067915,60.589126917067915,60.656259334180504,60.656259334180504,60.63957675010897,61.32208808418363,right,1.2399046670179814,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-0.1388888888888889,0.0,,22,22,0,,,,,,,,,,PSE,noss,0,left,2.127942332997918,None,,,,,,,,,0,22,22,219,61.32794012501836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.32317737513222,61.32794012501836,61.81895716697909,61.81895716697909,61.890912084141746,61.890912084141746,61.890912084141746,63.46086879214272,left,2.127942332997918,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-3.722222222222223,-15.0,,23,23,0,,,,,,,,,,m2,negs,100,left,1.0949895000085235,None,,,,,,,,,0,23,23,118,63.468890625052154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46184216695838,63.468890625052154,63.958088709041476,63.958088709041476,64.03572112508118,64.03572112508118,64.03572112508118,64.5723577500321,left,1.0949895000085235,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
0.0,15.0,,24,24,0,,,,,,,,,,m2,poss,100,left,0.994211875135079,None,,,,,,,,,0,24,24,15,64.57856054208241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.57373391697183,64.57856054208241,65.06916137505323,65.06916137505323,65.14132100017741,65.14132100017741,65.14132100017741,65.57753912499174,left,0.994211875135079,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
-4.222222222222223,-15.0,,25,25,0,,,,,,,,,,m3,negs,100,left,1.0047607498709112,None,,,,,,,,,0,25,25,101,65.5850000421051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.57863295916468,65.5850000421051,66.07493379199877,66.07493379199877,66.15233050007373,66.15233050007373,66.15233050007373,66.59399412502535,left,1.0047607498709112,None,962830,001,2025-08-21_12h32.18.856,tilt_mocs,2024.2.4,None,2025-08-21 12h32.24.895442 -0400,
