center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,practice_feedback_timed.stopped,text_16.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
30,60,period,2,2,0,,,,,100,0,period,1,1.0031244999845512,None,,,,,,,,,,,,,,0,2,2,2,,,,,111.96720283397008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.95887720899191,111.96720283397008,112.45054387499113,112.45054387499113,112.45054387499113,112.5237927089911,112.5237927089911,112.5237927089911,112.5237927089911,112.9752872089739,period,1,1.0031244999845512,None,112.97540850000223,112.98428695899202,114.46834124997258,114.47595529200044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
30,0,period,3,3,0,,,,,100,0,period,1,1.0529675839934498,None,,,,,,,,,,,,,,0,3,3,3,,,,,114.47595529200044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.47007212496828,114.47595529200044,114.97698491701158,114.97698491701158,114.97698491701158,115.05092137499014,115.05092137499014,115.05092137499014,115.05092137499014,115.53663808398414,period,1,1.0529675839934498,None,115.53679799998645,115.54617520899046,117.0353105419781,117.04298133397242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-30,69,z,4,4,0,,,,,0,100,z,1,0.9774479580228217,None,,,,,,,,,,,,,,0,4,4,4,,,,,117.04298133397242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.03739141701953,117.04298133397242,117.53417154197814,117.53417154197814,117.53417154197814,117.6071033339831,117.6071033339831,117.6071033339831,117.6071033339831,118.02512095897691,z,1,0.9774479580228217,None,118.02526995900553,118.03443212498678,119.5189885419677,119.52708312496543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
30,69,period,5,5,0,,,,,0,100,period,1,0.8920962089905515,None,,,,,,,,,,,,,,0,5,5,5,,,,,119.52708312496543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.52133412502008,119.52708312496543,120.02540891699027,120.02540891699027,120.02540891699027,120.10127533401828,120.10127533401828,120.10127533401828,120.10127533401828,120.43008587497752,period,1,0.8920962089905515,None,120.43020470900228,120.43605249997927,121.92378641699906,121.93419683398679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9239720000187,121.93419683398679,121.93419683398679,168.01155250001466,space,46.07329429098172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
8,15.0,,0,0,0,,,,,100,0,,,,,c+8,poss,0.5,period,3.4887410000083037,None,None,,,,,,,,,,,0,0,0,220,168.1482667090022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1422032499686,168.1482667090022,168.51774829201167,168.51774829201167,168.51774829201167,168.59168129198952,168.59168129198952,168.59168129198952,171.6396155419643,period,3.4887410000083037,None,171.6397507090005,171.63981229200726,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,15.0,,1,1,0,,,,,100,0,,,,,c+2,poss,0.75,z,2.916384458018001,None,None,,,,,,,,,,,0,1,1,99,171.65109595900867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.64207208401058,171.65109595900867,172.38520558399614,172.38520558399614,172.38520558399614,172.45864425000036,172.45864425000036,172.45864425000036,174.5717533340212,z,2.916384458018001,None,174.57186595897656,174.57190929201897,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
8,15.0,,2,2,0,,,,,100,0,,,,,c+8,poss,0.75,z,3.9901766249677166,None,None,,,,,,,,,,,0,2,2,230,174.58276629197644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.57394920900697,174.58276629197644,175.31960250000702,175.31960250000702,175.31960250000702,175.3915175839793,175.3915175839793,175.3915175839793,178.5790984170162,z,3.9901766249677166,None,178.57922775001498,178.57928208401427,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,15.0,,3,3,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.808930083992891,None,None,,,,,,,,,,,0,3,3,28,178.58975583396386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.581599541998,178.58975583396386,179.57926887500798,179.57926887500798,179.57926887500798,179.65878512500785,179.65878512500785,179.65878512500785,180.40582845901372,z,1.808930083992891,None,180.4059643750079,180.40601641696412,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
8,15.0,,4,4,0,,,,,100,0,,,,,c+8,poss,1.25,period,2.9497717919875868,None,None,,,,,,,,,,,0,4,4,242,180.41694149997784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.4084186250111,180.41694149997784,181.65318529197248,181.65318529197248,181.65318529197248,181.72468616697006,181.72468616697006,181.72468616697006,183.37320554198232,period,2.9497717919875868,None,183.37339183397125,183.37345854198793,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,5,5,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.6909342919825576,None,None,,,,,,,,,,,0,5,5,473,183.38582354201935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.37637041701237,183.38582354201935,184.1190306249773,184.1190306249773,184.1190306249773,184.1920623750193,184.1920623750193,184.1920623750193,185.08928958396427,period,1.6909342919825576,None,185.0894282090012,185.0894831669866,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,-15.0,,6,6,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.2870032919454388,None,None,,,,,,,,,,,0,6,6,384,185.10052491701208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.09154474997194,185.10052491701208,185.58573516696924,185.58573516696924,185.58573516696924,185.65892533399165,185.65892533399165,185.65892533399165,186.39041933399858,period,1.2870032919454388,None,186.39057291700738,186.39063137501944,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,15.0,,7,7,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.6361227910383604,None,None,,,,,,,,,,,0,7,7,26,186.40221083397046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.39313783397665,186.40221083397046,187.38629108399618,187.38629108399618,187.38629108399618,187.4589715420152,187.4589715420152,187.4589715420152,188.0503267919994,z,1.6361227910383604,None,188.05045541701838,188.05049962498015,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,15.0,,8,8,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.1473407910089009,None,None,,,,,,,,,,,0,8,8,46,188.05686420900747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0525220420095,188.05686420900747,188.54641891701613,188.54641891701613,188.54641891701613,188.62056391697843,188.62056391697843,188.62056391697843,189.207159166981,z,1.1473407910089009,None,189.20731504197465,189.20737474999623,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
8,15.0,,9,9,0,,,,,100,0,,,,,c+8,poss,1.0,z,3.0315111249801703,None,None,,,,,,,,,,,0,9,9,241,189.2181272499729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.20954670896754,189.2181272499729,190.2034739590017,190.2034739590017,190.2034739590017,190.2751132500125,190.2751132500125,190.2751132500125,192.25598954199813,z,3.0315111249801703,None,192.25610208400758,192.25614429201232,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,15.0,,10,10,0,,,,,100,0,,,,,c-2,poss,1.0,z,2.1315578339854255,None,None,,,,,,,,,,,0,10,10,23,192.26688970898977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.2581609589979,192.26688970898977,193.25350416701986,193.25350416701986,193.25350416701986,193.32649870897876,193.32649870897876,193.32649870897876,194.40638183400733,z,2.1315578339854255,None,194.40651604201412,194.40657566697337,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
6,15.0,,11,11,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.8788628749898635,None,None,,,,,,,,,,,0,11,11,185,194.4177771669929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.40890170901548,194.4177771669929,195.15301962499507,195.15301962499507,195.15301962499507,195.2262764169718,195.2262764169718,195.2262764169718,196.3068638339755,period,1.8788628749898635,None,196.30703787499806,196.30709124996793,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-4,-15.0,,12,12,0,,,,,100,0,,,,,c-4,negs,1.0,z,1.9393231669673696,None,None,,,,,,,,,,,0,12,12,362,196.31934737501433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.31054791697534,196.31934737501433,197.30388279200997,197.30388279200997,197.30388279200997,197.37583712500054,197.37583712500054,197.37583712500054,198.26253145898227,z,1.9393231669673696,None,198.26268370897742,198.26274037500843,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
6,15.0,,13,13,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.4140385829959996,None,None,,,,,,,,,,,0,13,13,189,198.2733402919839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.26496533397585,198.2733402919839,199.01353508397005,199.01353508397005,199.01353508397005,199.08784024999477,199.08784024999477,199.08784024999477,199.68992145900847,period,1.4140385829959996,None,199.6900562089868,199.69010937499115,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
6,15.0,,14,14,0,,,,,100,0,,,,,c+6,poss,1.25,period,3.2156864579883404,None,None,,,,,,,,,,,0,14,14,201,199.70125366700813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.69231145898812,199.70125366700813,200.93720158399083,200.93720158399083,200.93720158399083,201.00947216700297,201.00947216700297,201.00947216700297,202.92300066701137,period,3.2156864579883404,None,202.92310999997426,202.92315316700842,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,-15.0,,15,15,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.8283912499900907,None,None,,,,,,,,,,,0,15,15,405,202.9342491250136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.92517070897156,202.9342491250136,203.92067899997346,203.92067899997346,203.92067899997346,203.99268724996364,203.99268724996364,203.99268724996364,204.77425700001186,period,1.8283912499900907,None,204.7744094170048,204.7744633749826,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-4,0.0,,16,16,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.4402623329660855,None,None,,,,,,,,,,,0,16,16,525,204.78636820899555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.7770430839737,204.78636820899555,205.5207529590116,205.5207529590116,205.5207529590116,205.59266395901795,205.59266395901795,205.59266395901795,206.22922845900757,z,1.4402623329660855,None,206.22935845900793,206.22941149998223,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,15.0,,17,17,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.7562922079814598,None,None,,,,,,,,,,,0,17,17,69,206.24030266696354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.23148483398836,206.24030266696354,207.23059745901264,207.23059745901264,207.23059745901264,207.3044652090175,207.3044652090175,207.3044652090175,208.0068276670063,z,1.7562922079814598,None,208.00696087500546,208.00701474997913,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,15.0,,18,18,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.103278374997899,None,None,,,,,,,,,,,0,18,18,43,208.01833608397283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0095090419636,208.01833608397283,208.5042210840038,208.5042210840038,208.5042210840038,208.5762315840111,208.5762315840111,208.5762315840111,209.1245803339989,z,1.103278374997899,None,209.12476591701852,209.1248282089946,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,0.0,,19,19,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.626305624959059,None,None,,,,,,,,,,,0,19,19,617,209.13687920902157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.12773566698888,209.13687920902157,210.1208050000132,210.1208050000132,210.1208050000132,210.19334079197142,210.19334079197142,210.19334079197142,210.77345833397703,period,1.626305624959059,None,210.77359749999596,210.77365124999778,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,15.0,,20,20,0,,,,,100,0,,,,,c+0,poss,0.75,period,2.2277856249711476,None,None,,,,,,,,,,,0,20,20,56,210.78500500001246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.77616745897103,210.78500500001246,211.52053904201603,211.52053904201603,211.52053904201603,211.59390779200476,211.59390779200476,211.59390779200476,213.0241707499954,period,2.2277856249711476,None,213.02440350002144,213.0244972499786,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
